id,filename,name,datum,utm_zone,date,size
9071282,PNOA_MDT05_ETRS89_HU29_0575_LID.asc,0575,ETRS89,29,"2014, 2010",174.19
9071283,PNOA_MDT05_ETRS89_HU29_0595_LID.asc,0595,ETRS89,29,2010,132.73999999999998
9071284,PNOA_MDT05_ETRS89_HU29_0596_LID.asc,0596,ETRS89,29,2010,169.05
9071285,PNOA_MDT05_ETRS89_HU29_0597_LID.asc,0597,ETRS89,29,2010,170.34
9071286,PNOA_MDT05_ETRS89_HU29_0598_LID.asc,0598,ETRS89,29,2010,172.99
9071287,PNOA_MDT05_ETRS89_HU29_0620_LID.asc,0620,ETRS89,29,2010,129.49
9071288,PNOA_MDT05_ETRS89_HU29_0621_LID.asc,0621,ETRS89,29,2010,169.39000000000001
9071289,PNOA_MDT05_ETRS89_HU29_0622_LID.asc,0622,ETRS89,29,2010,170.68
9071290,PNOA_MDT05_ETRS89_HU29_0623_LID.asc,0623,ETRS89,29,2010,172.06
9071291,PNOA_MDT05_ETRS89_HU29_0648_LID.asc,0648,ETRS89,29,2010,144.28
9071292,PNOA_MDT05_ETRS89_HU29_0649_LID.asc,0649,ETRS89,29,2010,169.65
9071293,PNOA_MDT05_ETRS89_HU29_0650_LID.asc,0650,ETRS89,29,2010,171.16
9071294,PNOA_MDT05_ETRS89_HU29_0651_LID.asc,0651,ETRS89,29,2010,172.47
9071295,PNOA_MDT05_ETRS89_HU29_0674_LID.asc,0674,ETRS89,29,2010,120
9071296,PNOA_MDT05_ETRS89_HU29_0675_LID.asc,0675,ETRS89,29,2010,166.70999999999998
9071297,PNOA_MDT05_ETRS89_HU29_0676_LID.asc,0676,ETRS89,29,2010,168.82000000000002
9071298,PNOA_MDT05_ETRS89_HU29_0677_LID.asc,0677,ETRS89,29,2010,170.02
9071299,PNOA_MDT05_ETRS89_HU29_0678_LID.asc,0678,ETRS89,29,2010,171.3
9071300,PNOA_MDT05_ETRS89_HU29_0679_LID.asc,0679,ETRS89,29,2010,172.89000000000001
9071301,PNOA_MDT05_ETRS89_HU29_0701_LID.asc,0701,ETRS89,29,2010,152.53
9071302,PNOA_MDT05_ETRS89_HU29_0702_LID.asc,0702,ETRS89,29,2010,169.18
9071303,PNOA_MDT05_ETRS89_HU29_0703_LID.asc,0703,ETRS89,29,2010,170.47
9071304,PNOA_MDT05_ETRS89_HU29_0704_LID.asc,0704,ETRS89,29,2010,171.92000000000002
9071305,PNOA_MDT05_ETRS89_HU29_0705_LID.asc,0705,ETRS89,29,2010,173.23999999999998
9071306,PNOA_MDT05_ETRS89_HU29_0726_LID.asc,0726,ETRS89,29,2010,137.26999999999998
