id,download_id,series,datum,utm_zone,date,size
1079-2,11784183,T2002,ETRS89,28,2015,0.01
1079-4,11784184,T2002,ETRS89,28,2015,0.01
1079,11784185,T2002,ETRS89,28,2015,0.01
1080-2,11784186,T2002,ETRS89,28,2015,0.01
1080-3,11784187,T2002,ETRS89,28,2015,0.01
1080-4,11784188,T2002,ETRS89,28,2015,0.01
1081-2,11784189,T2002,ETRS89,28,2015,0.01
1081-4,11784190,T2002,ETRS89,28,2015,0.01
1082-1,11784191,T2002,ETRS89,28,2015,0.02
1082-2,11784192,T2002,ETRS89,28,2015,0.01
1082-3,11784193,T2002,ETRS89,28,2015,0.02
1082-4,11784194,T2002,ETRS89,28,2015,0.01
1083-1,11784195,T2002,ETRS89,28,2015,0.01
1083-2,11784196,T2002,ETRS89,28,2015,0.01
1083-3,11784197,T2002,ETRS89,28,2015,0.01
1083-4,11784198,T2002,ETRS89,28,2015,0.02
1084-1,11784199,T2002,ETRS89,28,2015,0.01
1084-2,11784200,T2002,ETRS89,28,2015,0.01
1085-1,11784201,T2002,ETRS89,28,2015,0.01
1085-2,11784202,T2002,ETRS89,28,2015,0.01
1085-3,11784203,T2002,ETRS89,28,2015,0.01
1085-4,11784204,T2002,ETRS89,28,2015,0.01
1086-1,11784205,T2002,ETRS89,28,2015,0.01
1086-2,11784206,T2002,ETRS89,28,2015,0.01
1086-3,11784207,T2002,ETRS89,28,2015,0.01
1086-4,11784208,T2002,ETRS89,28,2015,0.01
1087-2,11784209,T2002,ETRS89,28,2015,0.01
1088-2,11784210,T2002,ETRS89,28,2015,0.01
1088-3,11784211,T2002,ETRS89,28,2015,0.01
1088-4,11784212,T2002,ETRS89,28,2015,0.01
1089-1,11784213,T2002,ETRS89,28,2015,0.01
1089,11784214,T2002,ETRS89,28,2015,0.01
1090-1,11784215,T2002,ETRS89,28,2015,0.01
1090-2,11784216,T2002,ETRS89,28,2015,0.01
1090-3,11784217,T2002,ETRS89,28,2015,0.01
1090-4,11784218,T2002,ETRS89,28,2015,0.01
1091-1,11784219,T2002,ETRS89,28,2015,0.01
1091-2,11784220,T2002,ETRS89,28,2015,0.01
1091-3,11784221,T2002,ETRS89,28,2015,0.01
1091-4,11784222,T2002,ETRS89,28,2015,0.02
1092-1,11784223,T2002,ETRS89,28,2015,0.02
1092-2,11784224,T2002,ETRS89,28,2015,0.01
1092-3,11784225,T2002,ETRS89,28,2015,0.02
1092-4,11784226,T2002,ETRS89,28,2015,0.01
1093-2,11784227,T2002,ETRS89,28,2015,0.02
1093-4,11784228,T2002,ETRS89,28,2015,0.02
1094-1,11784229,T2002,ETRS89,28,2015,0.02
1094-3,11784230,T2002,ETRS89,28,2015,0.02
1095-1,11784231,T2002,ETRS89,28,2015,0.01
1095-3,11784232,T2002,ETRS89,28,2015,0.01
1095-4,11784233,T2002,ETRS89,28,2015,0.01
1096-1,11784234,T2002,ETRS89,28,2015,0.02
1096-2,11784235,T2002,ETRS89,28,2015,0.02
1096-3,11784236,T2002,ETRS89,28,2015,0.01
1096-4,11784237,T2002,ETRS89,28,2015,0.02
1097-1,11784238,T2002,ETRS89,28,2015,0.01
1097-3,11784239,T2002,ETRS89,28,2015,0.01
1098-2,11784240,T2002,ETRS89,28,2015,0.01
1098-3,11784241,T2002,ETRS89,28,2015,0.01
1098-4,11784242,T2002,ETRS89,28,2015,0.01
1099-2,11784243,T2002,ETRS89,28,2015,0.01
1099-3,11784244,T2002,ETRS89,28,2015,0.01
1099-4,11784245,T2002,ETRS89,28,2015,0.01
1100-1,11784246,T2002,ETRS89,28,2015,0.02
1100-2,11784247,T2002,ETRS89,28,2015,0.01
1100-3,11784248,T2002,ETRS89,28,2015,0.01
1101-1,11784249,T2002,ETRS89,28,2015,0.01
1101-2,11784250,T2002,ETRS89,28,2015,0.01
1102-1,11784251,T2002,ETRS89,28,2015,0.01
1102-2,11784252,T2002,ETRS89,28,2015,0.01
1102-3,11784253,T2002,ETRS89,28,2015,0.01
1103-2,11784254,T2002,ETRS89,28,2015,0.01
1103-4,11784255,T2002,ETRS89,28,2015,0.02
1104-1,11784256,T2002,ETRS89,28,2015,0.02
1104-2,11784257,T2002,ETRS89,28,2015,0.01
1104-3,11784258,T2002,ETRS89,28,2015,0.02
1104-4,11784259,T2002,ETRS89,28,2015,0.01
1105-2,11784260,T2002,ETRS89,28,2015,0.01
1105-3,11784261,T2002,ETRS89,28,2015,0.01
1105-4,11784262,T2002,ETRS89,28,2015,0.01
1106-2,11784263,T2002,ETRS89,28,2015,0.01
1106-4,11784264,T2002,ETRS89,28,2015,0.01
1107-1,11784265,T2002,ETRS89,28,2015,0.02
1107-2,11784266,T2002,ETRS89,28,2015,0.01
1107-3,11784267,T2002,ETRS89,28,2015,0.02
1107-4,11784268,T2002,ETRS89,28,2015,0.01
1108-2,11784269,T2002,ETRS89,28,2015,0.01
1109-1,11784270,T2002,ETRS89,28,2015,0.01
0001-2,11784271,T2002,ETRS89,29,2015,0.01
0001-3,11784272,T2002,ETRS89,29,2015,0.01
0001-4,11784273,T2002,ETRS89,29,2015,0.01
0002-1,11784274,T2002,ETRS89,29,"2015, 2016",0.01
0002-2,11784275,T2002,ETRS89,29,"2015, 2016",0.01
0002-3,11784276,T2002,ETRS89,29,"2015, 2016",0.02
0002-4,11784277,T2002,ETRS89,29,"2015, 2016",0.01
0003-3,11784278,T2002,ETRS89,29,2016,0.01
0006-2,11784279,T2002,ETRS89,29,2015,0.01
0006-4,11784280,T2002,ETRS89,29,2015,0.01
0007-1,11784281,T2002,ETRS89,29,2015,0.01
0007-2,11784282,T2002,ETRS89,29,2015,0.02
0007-3,11784283,T2002,ETRS89,29,2015,0.02
0007-4,11784284,T2002,ETRS89,29,2015,0.02
0008-1,11784285,T2002,ETRS89,29,"2015, 2016",0.02
0008-2,11784286,T2002,ETRS89,29,"2015, 2016",0.02
0008-3,11784287,T2002,ETRS89,29,"2015, 2016",0.02
0008-4,11784288,T2002,ETRS89,29,"2015, 2016",0.02
0009-1,11784289,T2002,ETRS89,29,2016,0.02
0009-2,11784290,T2002,ETRS89,29,2016,0.01
0009-3,11784291,T2002,ETRS89,29,2016,0.02
0009-4,11784292,T2002,ETRS89,29,2016,0.02
0010-3,11784293,T2002,ETRS89,29,2020,0.01
0010-4,11784294,T2002,ETRS89,29,2020,0.02
0011-3,11784295,T2002,ETRS89,29,2020,0.02
0011-4,11784296,T2002,ETRS89,29,2020,0.01
0012-2,11784297,T2002,ETRS89,29,2020,0.01
0012-3,11784298,T2002,ETRS89,29,2020,0.01
0012-4,11784299,T2002,ETRS89,29,2020,0.02
0013-1,11784300,T2002,ETRS89,29,2020,0.01
0013-2,11784301,T2002,ETRS89,29,2020,0.01
0013-3,11784302,T2002,ETRS89,29,2020,0.02
0013-4,11784303,T2002,ETRS89,29,2020,0.02
0020-3,11784304,T2002,ETRS89,29,2015,0.01
0020-4,11784305,T2002,ETRS89,29,2015,0.01
0021-2,11784306,T2002,ETRS89,29,2015,0.01
0021-3,11784307,T2002,ETRS89,29,2015,0.01
0021-4,11784308,T2002,ETRS89,29,2015,0.01
0022-1,11784309,T2002,ETRS89,29,2015,0.02
0022-2,11784310,T2002,ETRS89,29,2015,0.02
0022-3,11784311,T2002,ETRS89,29,2015,0.02
0022-4,11784312,T2002,ETRS89,29,"2015, 2016",0.02
0023-1,11784313,T2002,ETRS89,29,"2015, 2016",0.02
0023-2,11784314,T2002,ETRS89,29,"2015, 2016",0.02
0023-3,11784315,T2002,ETRS89,29,"2015, 2016",0.02
0023-4,11784316,T2002,ETRS89,29,"2015, 2016",0.02
0024-1,11784317,T2002,ETRS89,29,2016,0.02
0024-2,11784318,T2002,ETRS89,29,2016,0.02
0024-3,11784319,T2002,ETRS89,29,2016,0.02
0024-4,11784320,T2002,ETRS89,29,2016,0.02
0025-1,11784321,T2002,ETRS89,29,2020,0.02
0025-2,11784322,T2002,ETRS89,29,2020,0.02
0025-3,11784323,T2002,ETRS89,29,2020,0.02
0025-4,11784324,T2002,ETRS89,29,2020,0.02
0026-1,11784325,T2002,ETRS89,29,2020,0.02
0026-2,11784326,T2002,ETRS89,29,2020,0.02
0026-3,11784327,T2002,ETRS89,29,2020,0.02
0026-4,11784328,T2002,ETRS89,29,2020,0.02
0027-1,11784329,T2002,ETRS89,29,2020,0.02
0027-2,11784330,T2002,ETRS89,29,2020,0.02
0027-3,11784331,T2002,ETRS89,29,2020,0.02
0027-4,11784332,T2002,ETRS89,29,2020,0.02
0028-1,11784333,T2002,ETRS89,29,2020,0.02
0028-2,11784334,T2002,ETRS89,29,2020,0.02
0028-3,11784335,T2002,ETRS89,29,2020,0.02
0028-4,11784336,T2002,ETRS89,29,2020,0.02
0043-2,11784337,T2002,ETRS89,29,2015,0.01
0043-3,11784338,T2002,ETRS89,29,2015,0.01
0043-4,11784339,T2002,ETRS89,29,2015,0.02
0044-1,11784340,T2002,ETRS89,29,2015,0.01
0044-2,11784341,T2002,ETRS89,29,2015,0.01
0044-3,11784342,T2002,ETRS89,29,2015,0.02
0044-4,11784343,T2002,ETRS89,29,2015,0.02
0045-1,11784344,T2002,ETRS89,29,2015,0.02
0045-2,11784345,T2002,ETRS89,29,2015,0.02
0045-3,11784346,T2002,ETRS89,29,2015,0.02
0045-4,11784347,T2002,ETRS89,29,2015,0.02
0046-1,11784348,T2002,ETRS89,29,2015,0.02
0046-2,11784349,T2002,ETRS89,29,"2015, 2016",0.02
0046-3,11784350,T2002,ETRS89,29,2015,0.02
0046-4,11784351,T2002,ETRS89,29,"2015, 2016",0.02
0047-1,11784352,T2002,ETRS89,29,"2015, 2016",0.02
0047-2,11784353,T2002,ETRS89,29,"2015, 2016",0.02
0047-3,11784354,T2002,ETRS89,29,"2015, 2016",0.02
0047-4,11784355,T2002,ETRS89,29,2016,0.02
0048-1,11784356,T2002,ETRS89,29,2016,0.02
0048-2,11784357,T2002,ETRS89,29,2016,0.02
0048-3,11784358,T2002,ETRS89,29,2016,0.02
0048-4,11784359,T2002,ETRS89,29,2016,0.02
0049-1,11784360,T2002,ETRS89,29,2020,0.02
0049-2,11784361,T2002,ETRS89,29,2020,0.02
0049-3,11784362,T2002,ETRS89,29,2020,0.02
0049-4,11784363,T2002,ETRS89,29,2020,0.02
0050-1,11784364,T2002,ETRS89,29,2020,0.02
0050-2,11784365,T2002,ETRS89,29,2020,0.02
0050-3,11784366,T2002,ETRS89,29,2020,0.02
0050-4,11784367,T2002,ETRS89,29,2020,0.02
0051-1,11784368,T2002,ETRS89,29,2020,0.02
0051-2,11784369,T2002,ETRS89,29,2020,0.02
0051-3,11784370,T2002,ETRS89,29,2020,0.02
0051-4,11784371,T2002,ETRS89,29,2020,0.02
0052-1,11784372,T2002,ETRS89,29,2020,0.02
0052-2,11784373,T2002,ETRS89,29,2020,0.02
0052-3,11784374,T2002,ETRS89,29,2020,0.02
0052-4,11784375,T2002,ETRS89,29,2020,0.02
0067-2,11784376,T2002,ETRS89,29,2015,0.01
0067-4,11784377,T2002,ETRS89,29,2015,0.01
0068-1,11784378,T2002,ETRS89,29,2015,0.02
0068-2,11784379,T2002,ETRS89,29,2015,0.02
0068-3,11784380,T2002,ETRS89,29,2015,0.02
0068-4,11784381,T2002,ETRS89,29,2015,0.02
0069-1,11784382,T2002,ETRS89,29,2015,0.02
0069-2,11784383,T2002,ETRS89,29,2015,0.02
0069-3,11784384,T2002,ETRS89,29,2015,0.02
0069-4,11784385,T2002,ETRS89,29,2015,0.02
0070-1,11784386,T2002,ETRS89,29,2015,0.02
0070-2,11784387,T2002,ETRS89,29,2015,0.02
0070-3,11784388,T2002,ETRS89,29,2015,0.02
0070-4,11784389,T2002,ETRS89,29,2015,0.02
0071-1,11784390,T2002,ETRS89,29,2015,0.02
0071-2,11784391,T2002,ETRS89,29,"2015, 2016",0.02
0071-3,11784392,T2002,ETRS89,29,2015,0.02
0071-4,11784393,T2002,ETRS89,29,"2015, 2016",0.02
0072-1,11784394,T2002,ETRS89,29,"2015, 2016",0.02
0072-2,11784395,T2002,ETRS89,29,2016,0.02
0072-3,11784396,T2002,ETRS89,29,"2015, 2016",0.02
0072-4,11784397,T2002,ETRS89,29,2016,0.02
0073-1,11784398,T2002,ETRS89,29,2016,0.02
0073-2,11784399,T2002,ETRS89,29,2016,0.02
0073-3,11784400,T2002,ETRS89,29,2016,0.02
0073-4,11784401,T2002,ETRS89,29,2016,0.02
0074-1,11784402,T2002,ETRS89,29,2016,0.02
0074-2,11784403,T2002,ETRS89,29,2020,0.02
0074-3,11784404,T2002,ETRS89,29,2016,0.02
0074-4,11784405,T2002,ETRS89,29,2020,0.02
0075-1,11784406,T2002,ETRS89,29,2020,0.02
0075-2,11784407,T2002,ETRS89,29,2020,0.02
0075-3,11784408,T2002,ETRS89,29,2020,0.02
0075-4,11784409,T2002,ETRS89,29,2020,0.02
0076-1,11784410,T2002,ETRS89,29,2020,0.02
0076-2,11784411,T2002,ETRS89,29,2020,0.02
