id,filename,name,datum,utm_zone
10323942,MDT02-ETRS89-HU29-0154-3-COB2.asc,0154-3,ETRS89,29
10323962,MDT02-ETRS89-HU29-0154-4-COB2.asc,0154-4,ETRS89,29
10323939,MDT02-ETRS89-HU29-0155-1-COB2.asc,0155-1,ETRS89,29
10323810,MDT02-ETRS89-HU29-0155-2-COB2.asc,0155-2,ETRS89,29
10323937,MDT02-ETRS89-HU29-0155-3-COB2.asc,0155-3,ETRS89,29
10323786,MDT02-ETRS89-HU29-0155-4-COB2.asc,0155-4,ETRS89,29
10323886,MDT02-ETRS89-HU29-0156-1-COB2.asc,0156-1,ETRS89,29
10323870,MDT02-ETRS89-HU29-0156-2-COB2.asc,0156-2,ETRS89,29
10323929,MDT02-ETRS89-HU29-0156-3-COB2.asc,0156-3,ETRS89,29
10323728,MDT02-ETRS89-HU29-0156-4-COB2.asc,0156-4,ETRS89,29
10323725,MDT02-ETRS89-HU29-0157-1-COB2.asc,0157-1,ETRS89,29
10323765,MDT02-ETRS89-HU29-0157-3-COB2.asc,0157-3,ETRS89,29
10323799,MDT02-ETRS89-HU29-0157-4-COB2.asc,0157-4,ETRS89,29
10323772,MDT02-ETRS89-HU29-0184-2-COB2.asc,0184-2,ETRS89,29
10323759,MDT02-ETRS89-HU29-0184-4-COB2.asc,0184-4,ETRS89,29
10323856,MDT02-ETRS89-HU29-0185-1-COB2.asc,0185-1,ETRS89,29
10323928,MDT02-ETRS89-HU29-0185-2-COB2.asc,0185-2,ETRS89,29
10323871,MDT02-ETRS89-HU29-0185-3-COB2.asc,0185-3,ETRS89,29
10323872,MDT02-ETRS89-HU29-0185-4-COB2.asc,0185-4,ETRS89,29
10323706,MDT02-ETRS89-HU29-0186-1-COB2.asc,0186-1,ETRS89,29
10323976,MDT02-ETRS89-HU29-0186-2-COB2.asc,0186-2,ETRS89,29
10323744,MDT02-ETRS89-HU29-0186-3-COB2.asc,0186-3,ETRS89,29
10323931,MDT02-ETRS89-HU29-0186-4-COB2.asc,0186-4,ETRS89,29
10323978,MDT02-ETRS89-HU29-0187-1-COB2.asc,0187-1,ETRS89,29
10323906,MDT02-ETRS89-HU29-0187-2-COB2.asc,0187-2,ETRS89,29
10323965,MDT02-ETRS89-HU29-0187-3-COB2.asc,0187-3,ETRS89,29
10323771,MDT02-ETRS89-HU29-0187-4-COB2.asc,0187-4,ETRS89,29
10323806,MDT02-ETRS89-HU29-0188-1-COB2.asc,0188-1,ETRS89,29
10323734,MDT02-ETRS89-HU29-0188-2-COB2.asc,0188-2,ETRS89,29
10323889,MDT02-ETRS89-HU29-0188-3-COB2.asc,0188-3,ETRS89,29
10323816,MDT02-ETRS89-HU29-0188-4-COB2.asc,0188-4,ETRS89,29
10323895,MDT02-ETRS89-HU29-0189-1-COB2.asc,0189-1,ETRS89,29
10323822,MDT02-ETRS89-HU29-0189-2-COB2.asc,0189-2,ETRS89,29
10323925,MDT02-ETRS89-HU29-0189-3-COB2.asc,0189-3,ETRS89,29
10323776,MDT02-ETRS89-HU29-0189-4-COB2.asc,0189-4,ETRS89,29
10323911,MDT02-ETRS89-HU29-0190-1-COB2.asc,0190-1,ETRS89,29
10323863,MDT02-ETRS89-HU29-0190-2-COB2.asc,0190-2,ETRS89,29
10323781,MDT02-ETRS89-HU29-0190-3-COB2.asc,0190-3,ETRS89,29
10323735,MDT02-ETRS89-HU29-0190-4-COB2.asc,0190-4,ETRS89,29
10323924,MDT02-ETRS89-HU29-0191-1-COB2.asc,0191-1,ETRS89,29
10323883,MDT02-ETRS89-HU29-0191-3-COB2.asc,0191-3,ETRS89,29
10323868,MDT02-ETRS89-HU29-0222-2-COB2.asc,0222-2,ETRS89,29
10323908,MDT02-ETRS89-HU29-0222-4-COB2.asc,0222-4,ETRS89,29
10323733,MDT02-ETRS89-HU29-0223-1-COB2.asc,0223-1,ETRS89,29
10323818,MDT02-ETRS89-HU29-0223-2-COB2.asc,0223-2,ETRS89,29
10323921,MDT02-ETRS89-HU29-0223-3-COB2.asc,0223-3,ETRS89,29
10323860,MDT02-ETRS89-HU29-0223-4-COB2.asc,0223-4,ETRS89,29
10323716,MDT02-ETRS89-HU29-0224-1-COB2.asc,0224-1,ETRS89,29
10323971,MDT02-ETRS89-HU29-0224-2-COB2.asc,0224-2,ETRS89,29
10323692,MDT02-ETRS89-HU29-0224-3-COB2.asc,0224-3,ETRS89,29
10323974,MDT02-ETRS89-HU29-0224-4-COB2.asc,0224-4,ETRS89,29
10323981,MDT02-ETRS89-HU29-0225-1-COB2.asc,0225-1,ETRS89,29
10323967,MDT02-ETRS89-HU29-0225-2-COB2.asc,0225-2,ETRS89,29
10323952,MDT02-ETRS89-HU29-0225-3-COB2.asc,0225-3,ETRS89,29
10323933,MDT02-ETRS89-HU29-0225-4-COB2.asc,0225-4,ETRS89,29
10323893,MDT02-ETRS89-HU29-0226-1-COB2.asc,0226-1,ETRS89,29
10323926,MDT02-ETRS89-HU29-0226-2-COB2.asc,0226-2,ETRS89,29
10323828,MDT02-ETRS89-HU29-0226-3-COB2.asc,0226-3,ETRS89,29
10323878,MDT02-ETRS89-HU29-0226-4-COB2.asc,0226-4,ETRS89,29
10323751,MDT02-ETRS89-HU29-0227-1-COB2.asc,0227-1,ETRS89,29
