filename,id,datum,utm_zone,date,size
PNOA-MDT25-ETRS89-HU29-0940-LID.TIF,0940,ETRS89,29,2014,3.54
PNOA-MDT25-ETRS89-HU29-0958-LID.TIF,0958,ETRS89,29,"2014, 2015",3.25
PNOA-MDT25-ETRS89-HU29-0959-LID.TIF,0959,ETRS89,29,"2014, 2015",3.51
PNOA-MDT25-ETRS89-HU29-0960-LID.TIF,0960,ETRS89,29,2015,3.58
PNOA-MDT25-ETRS89-HU29-0961-LID.TIF,0961,ETRS89,29,"2014, 2015",3.58
PNOA-MDT25-ETRS89-HU29-0962-LID.TIF,0962,ETRS89,29,2014,3.45
PNOA-MDT25-ETRS89-HU29-0980-LID.TIF,0980,ETRS89,29,"2014, 2015",3.39
PNOA-MDT25-ETRS89-HU29-0981-LID.TIF,0981,ETRS89,29,2015,3.39
PNOA-MDT25-ETRS89-HU29-0982-LID.TIF,0982,ETRS89,29,"2014, 2015",3.37
PNOA-MDT25-ETRS89-HU29-0983-LID.TIF,0983,ETRS89,29,"2014, 2015",3.45
PNOA-MDT25-ETRS89-HU29-0984-LID.TIF,0984,ETRS89,29,2014,3.33
PNOA-MDT25-ETRS89-HU29-0998-LID.TIF,0998,ETRS89,29,"2014, 2015",2.29
PNOA-MDT25-ETRS89-HU29-0999-LID.TIF,0999,ETRS89,29,2015,2.65
PNOA-MDT25-ETRS89-HU29-1000-LID.TIF,1000,ETRS89,29,"2014, 2015",3.23
PNOA-MDT25-ETRS89-HU29-1001-LID.TIF,1001,ETRS89,29,2014,3.21
PNOA-MDT25-ETRS89-HU29-1002-LID.TIF,1002,ETRS89,29,2014,3.09
PNOA-MDT25-ETRS89-HU29-1016-LID.TIF,1016,ETRS89,29,2015,0.11
PNOA-MDT25-ETRS89-HU29-1017-LID.TIF,1017,ETRS89,29,"2014, 2015",1.92
PNOA-MDT25-ETRS89-HU29-1018-LID.TIF,1018,ETRS89,29,2014,2.54
PNOA-MDT25-ETRS89-HU29-1019-LID.TIF,1019,ETRS89,29,2014,2.49
PNOA-MDT25-ETRS89-HU29-1032B-LID.TIF,1032,ETRS89,29,2014,0.06
PNOA-MDT25-ETRS89-HU29-1033-LID.TIF,1033,ETRS89,29,2014,2.12
PNOA-MDT25-ETRS89-HU29-1034-LID.TIF,1034,ETRS89,29,"2014, 2015",3.23
PNOA-MDT25-ETRS89-HU29-1047-LID.TIF,1047,ETRS89,29,"2014, 2015",2.2
PNOA-MDT25-ETRS89-HU29-1048-LID.TIF,1048,ETRS89,29,"2014, 2015",3.45
PNOA-MDT25-ETRS89-HU29-1061-LID.TIF,1061,ETRS89,29,2015,1.08
PNOA-MDT25-ETRS89-HU29-1062-LID.TIF,1062,ETRS89,29,2015,3.36
PNOA-MDT25-ETRS89-HU29-1068-LID.TIF,1068,ETRS89,29,2015,0.31
PNOA-MDT25-ETRS89-HU29-1069-LID.TIF,1069,ETRS89,29,2015,3.46
PNOA-MDT25-ETRS89-HU29-1073-LID.TIF,1073,ETRS89,29,2015,2.36
PNOA-MDT25-ETRS89-HU29-1076-LID.TIF,1076,ETRS89,29,2015,0.06
PNOA-MDT25-ETRS89-HU30-0001-LID.TIF,0001,ETRS89,30,2010,0.9
PNOA-MDT25-ETRS89-HU30-0002-LID.TIF,0002,ETRS89,30,"2009, 2010",1.46
PNOA-MDT25-ETRS89-HU30-0003-LID.TIF,0003,ETRS89,30,2009,0.45
PNOA-MDT25-ETRS89-HU30-0006-LID.TIF,0006,ETRS89,30,2010,0.67
PNOA-MDT25-ETRS89-HU30-0007-LID.TIF,0007,ETRS89,30,2010,3.29
PNOA-MDT25-ETRS89-HU30-0008-LID.TIF,0008,ETRS89,30,"2009, 2010",3.63
PNOA-MDT25-ETRS89-HU30-0009-LID.TIF,0009,ETRS89,30,2009,2.77
PNOA-MDT25-ETRS89-HU30-0010-LID.TIF,0010,ETRS89,30,"2009, 2012",1.28
PNOA-MDT25-ETRS89-HU30-0011-LID.TIF,0011,ETRS89,30,2012,1.31
PNOA-MDT25-ETRS89-HU30-0012-LID.TIF,0012,ETRS89,30,2012,1.42
PNOA-MDT25-ETRS89-HU30-0013-LID.TIF,0013,ETRS89,30,2012,1.76
PNOA-MDT25-ETRS89-HU30-0014-LID.TIF,0014,ETRS89,30,2012,1.6
PNOA-MDT25-ETRS89-HU30-0015-LID.TIF,0015,ETRS89,30,2012,0.69
PNOA-MDT25-ETRS89-HU30-0018-LID.TIF,0018,ETRS89,30,2012,0.06
PNOA-MDT25-ETRS89-HU30-0020-LID.TIF,0020,ETRS89,30,2010,0.08
PNOA-MDT25-ETRS89-HU30-0021-LID.TIF,0021,ETRS89,30,2010,1.54
PNOA-MDT25-ETRS89-HU30-0022-LID.TIF,0022,ETRS89,30,"2009, 2010",3.55
PNOA-MDT25-ETRS89-HU30-0023-LID.TIF,0023,ETRS89,30,"2009, 2010",3.56
PNOA-MDT25-ETRS89-HU30-0024-LID.TIF,0024,ETRS89,30,"2009, 2012",3.63
PNOA-MDT25-ETRS89-HU30-0025-LID.TIF,0025,ETRS89,30,"2009, 2012",3.62
PNOA-MDT25-ETRS89-HU30-0026-LID.TIF,0026,ETRS89,30,2012,3.62
PNOA-MDT25-ETRS89-HU30-0027-LID.TIF,0027,ETRS89,30,2012,3.59
PNOA-MDT25-ETRS89-HU30-0028-LID.TIF,0028,ETRS89,30,2012,3.47
PNOA-MDT25-ETRS89-HU30-0029-LID.TIF,0029,ETRS89,30,2012,3.34
PNOA-MDT25-ETRS89-HU30-0030-LID.TIF,0030,ETRS89,30,2012,3.32
PNOA-MDT25-ETRS89-HU30-0031-LID.TIF,0031,ETRS89,30,"2010, 2012",2.66
PNOA-MDT25-ETRS89-HU30-0032-LID.TIF,0032,ETRS89,30,"2010, 2012",1.65
PNOA-MDT25-ETRS89-HU30-0033-LID.TIF,0033,ETRS89,30,2012,1.26
PNOA-MDT25-ETRS89-HU30-0034-LID.TIF,0034,ETRS89,30,2012,2.11
PNOA-MDT25-ETRS89-HU30-0035-LID.TIF,0035,ETRS89,30,2012,2.8
PNOA-MDT25-ETRS89-HU30-0036-LID.TIF,0036,ETRS89,30,2012,1.68
PNOA-MDT25-ETRS89-HU30-0037-LID.TIF,0037,ETRS89,30,2012,1.06
