series,name,id,page
MDT05,PNOA-MDT05-ETRS89-HU30-0107-LID.asc,9071485,7
MDT05,PNOA-MDT05-ETRS89-HU30-0108-LID.asc,9071486,8
MDT05,PNOA-MDT05-ETRS89-HU30-0109-LID.asc,9071487,8
MDT05,PNOA-MDT05-ETRS89-HU30-0110-LID.asc,9071488,8
MDT05,PNOA-MDT05-ETRS89-HU30-0111-LID.asc,9071489,8
MDT05,PNOA-MDT05-ETRS89-HU30-0112-LID.asc,9071490,8
MDT05,PNOA-MDT05-ETRS89-HU30-0113-LID.asc,9071491,8
MDT05,PNOA-MDT05-ETRS89-HU30-0114-LID.asc,9071492,8
MDT05,PNOA-MDT05-ETRS89-HU30-0115-LID.asc,9071493,8
MDT05,PNOA-MDT05-ETRS89-HU30-0116-LID.asc,9071494,8
MDT05,PNOA-MDT05-ETRS89-HU30-0117-LID.asc,9071495,8
MDT05,PNOA-MDT05-ETRS89-HU30-0118B-LID.asc,9071497,8
MDT05,PNOA-MDT05-ETRS89-HU30-0118-LID.asc,9071496,8
MDT05,PNOA-MDT05-ETRS89-HU30-0119-LID.asc,9071498,8
MDT05,PNOA-MDT05-ETRS89-HU30-0120-LID.asc,9071499,8
MDT05,PNOA-MDT05-ETRS89-HU30-0121-LID.asc,9071500,8
MDT05,PNOA-MDT05-ETRS89-HU30-0122-LID.asc,9071501,8
MDT05,PNOA-MDT05-ETRS89-HU30-0123-LID.asc,9071502,8
MDT05,PNOA-MDT05-ETRS89-HU30-0124-LID.asc,9071503,8
MDT05,PNOA-MDT05-ETRS89-HU30-0125-LID.asc,9071504,8
MDT05,PNOA-MDT05-ETRS89-HU30-0126-LID.asc,9071505,8
MDT05,PNOA-MDT05-ETRS89-HU30-0127-LID.asc,9071506,8
MDT05,PNOA-MDT05-ETRS89-HU30-0128-LID.asc,9071507,8
MDT05,PNOA-MDT05-ETRS89-HU30-0129-LID.asc,9071508,8
MDT05,PNOA-MDT05-ETRS89-HU30-0130-LID.asc,9071509,8
MDT05,PNOA-MDT05-ETRS89-HU30-0131-LID.asc,9071510,8
MDT05,PNOA-MDT05-ETRS89-HU30-0132-LID.asc,9071511,8
MDT05,PNOA-MDT05-ETRS89-HU30-0133-LID.asc,9071512,8
MDT05,PNOA-MDT05-ETRS89-HU30-0134-LID.asc,9071513,8
MDT05,PNOA-MDT05-ETRS89-HU30-0135-LID.asc,9071514,8
MDT05,PNOA-MDT05-ETRS89-HU30-0136-LID.asc,9071515,8
MDT05,PNOA-MDT05-ETRS89-HU30-0137-LID.asc,9071516,8
MDT05,PNOA-MDT05-ETRS89-HU30-0138-LID.asc,9071517,8
MDT05,PNOA-MDT05-ETRS89-HU30-0139-LID.asc,9071518,8
MDT05,PNOA-MDT05-ETRS89-HU30-0140-LID.asc,9071519,8
MDT05,PNOA-MDT05-ETRS89-HU30-0141-LID.asc,9071520,8
MDT05,PNOA-MDT05-ETRS89-HU30-0142-LID.asc,9071521,8
MDT05,PNOA-MDT05-ETRS89-HU30-0143-LID.asc,9071522,8
MDT05,PNOA-MDT05-ETRS89-HU30-0144-LID.asc,9071523,8
MDT05,PNOA-MDT05-ETRS89-HU30-0145B-LID.asc,9071525,8
MDT05,PNOA-MDT05-ETRS89-HU30-0145-LID.asc,9071524,8
MDT05,PNOA-MDT05-ETRS89-HU30-0146-LID.asc,9071526,8
MDT05,PNOA-MDT05-ETRS89-HU30-0147-LID.asc,9071527,8
MDT05,PNOA-MDT05-ETRS89-HU30-0148-LID.asc,9071528,8
MDT05,PNOA-MDT05-ETRS89-HU30-0149B-LID.asc,9071530,8
MDT05,PNOA-MDT05-ETRS89-HU30-0149-LID.asc,9071529,8
MDT05,PNOA-MDT05-ETRS89-HU30-0150-LID.asc,9071531,8
MDT05,PNOA-MDT05-ETRS89-HU30-0151-LID.asc,9071532,8
MDT05,PNOA-MDT05-ETRS89-HU30-0152-LID.asc,9071533,8
MDT05,PNOA-MDT05-ETRS89-HU30-0153-LID.asc,9071534,8
MDT05,PNOA-MDT05-ETRS89-HU30-0154-LID.asc,9071535,8
MDT05,PNOA-MDT05-ETRS89-HU30-0155-LID.asc,9071536,9
MDT05,PNOA-MDT05-ETRS89-HU30-0156-LID.asc,9071537,9
MDT05,PNOA-MDT05-ETRS89-HU30-0157-LID.asc,9071538,9
MDT05,PNOA-MDT05-ETRS89-HU30-0158-LID.asc,9071539,9
MDT05,PNOA-MDT05-ETRS89-HU30-0159-LID.asc,9071540,9
MDT05,PNOA-MDT05-ETRS89-HU30-0160-LID.asc,9071541,9
MDT05,PNOA-MDT05-ETRS89-HU30-0161-LID.asc,9071542,9
MDT05,PNOA-MDT05-ETRS89-HU30-0162-LID.asc,9071543,9
MDT05,PNOA-MDT05-ETRS89-HU30-0163-LID.asc,9071544,9
MDT05,PNOA-MDT05-ETRS89-HU30-0164-LID.asc,9071545,9
MDT05,PNOA-MDT05-ETRS89-HU30-0165-LID.asc,9071546,9
MDT05,PNOA-MDT05-ETRS89-HU30-0166-LID.asc,9071547,9
MDT05,PNOA-MDT05-ETRS89-HU30-0167-LID.asc,9071548,9
MDT05,PNOA-MDT05-ETRS89-HU30-0168-LID.asc,9071549,9
MDT05,PNOA-MDT05-ETRS89-HU30-0169-LID.asc,9071550,9
MDT05,PNOA-MDT05-ETRS89-HU30-0170-LID.asc,9071551,9
MDT05,PNOA-MDT05-ETRS89-HU30-0171-LID.asc,9071552,9
MDT05,PNOA-MDT05-ETRS89-HU30-0172-LID.asc,9071553,9
MDT05,PNOA-MDT05-ETRS89-HU30-0173-LID.asc,9071554,9
MDT05,PNOA-MDT05-ETRS89-HU30-0174-LID.asc,9071555,9
MDT05,PNOA-MDT05-ETRS89-HU30-0175-LID.asc,9071556,9
MDT05,PNOA-MDT05-ETRS89-HU30-0176-LID.asc,9071557,9
MDT05,PNOA-MDT05-ETRS89-HU30-0177-LID.asc,9071558,9
MDT05,PNOA-MDT05-ETRS89-HU30-0178-LID.asc,9071559,9
MDT05,PNOA-MDT05-ETRS89-HU30-0179-LID.asc,9071560,9
MDT05,PNOA-MDT05-ETRS89-HU30-0180-LID.asc,9071561,9
MDT05,PNOA-MDT05-ETRS89-HU30-0181-LID.asc,9071562,9
MDT05,PNOA-MDT05-ETRS89-HU30-0182-LID.asc,9071563,9
MDT05,PNOA-MDT05-ETRS89-HU30-0183-LID.asc,9071564,9
MDT05,PNOA-MDT05-ETRS89-HU30-0184-LID.asc,9071565,9
MDT05,PNOA-MDT05-ETRS89-HU30-0185-LID.asc,9071566,9
MDT05,PNOA-MDT05-ETRS89-HU30-0186-LID.asc,9071567,9
MDT05,PNOA-MDT05-ETRS89-HU30-0187-LID.asc,9071568,9
MDT05,PNOA-MDT05-ETRS89-HU30-0188-LID.asc,9071569,9
MDT05,PNOA-MDT05-ETRS89-HU30-0189-LID.asc,9071570,9
MDT05,PNOA-MDT05-ETRS89-HU30-0190-LID.asc,9071571,9
MDT05,PNOA-MDT05-ETRS89-HU30-0191-LID.asc,9071572,9
MDT05,PNOA-MDT05-ETRS89-HU30-0192-LID.asc,9071573,9
MDT05,PNOA-MDT05-ETRS89-HU30-0193-LID.asc,9071574,9
MDT05,PNOA-MDT05-ETRS89-HU30-0194-LID.asc,9071575,9
MDT05,PNOA-MDT05-ETRS89-HU30-0195-LID.asc,9071576,9
MDT05,PNOA-MDT05-ETRS89-HU30-0196-LID.asc,9071577,9
MDT05,PNOA-MDT05-ETRS89-HU30-0197-LID.asc,9071578,9
MDT05,PNOA-MDT05-ETRS89-HU30-0198-LID.asc,9071579,9
MDT05,PNOA-MDT05-ETRS89-HU30-0199-LID.asc,9071580,9
MDT05,PNOA-MDT05-ETRS89-HU30-0200-LID.asc,9071581,9
MDT05,PNOA-MDT05-ETRS89-HU30-0201-LID.asc,9071582,9
MDT05,PNOA-MDT05-ETRS89-HU30-0202-LID.asc,9071583,9
MDT05,PNOA-MDT05-ETRS89-HU30-0203-LID.asc,9071584,9
MDT05,PNOA-MDT05-ETRS89-HU30-0204-LID.asc,9071585,9
MDT05,PNOA-MDT05-ETRS89-HU30-0205-LID.asc,9071586,10
MDT05,PNOA-MDT05-ETRS89-HU30-0206-LID.asc,9071587,10
MDT05,PNOA-MDT05-ETRS89-HU30-0207-LID.asc,9071588,10
MDT05,PNOA-MDT05-ETRS89-HU30-0208-LID.asc,9071589,10
MDT05,PNOA-MDT05-ETRS89-HU30-0209-LID.asc,9071590,10
MDT05,PNOA-MDT05-ETRS89-HU30-0210-LID.asc,9071591,10
MDT05,PNOA-MDT05-ETRS89-HU30-0211-LID.asc,9071592,10
MDT05,PNOA-MDT05-ETRS89-HU30-0212-LID.asc,9071593,10
MDT05,PNOA-MDT05-ETRS89-HU30-0213-LID.asc,9071594,10
MDT05,PNOA-MDT05-ETRS89-HU30-0214-LID.asc,9071595,10
MDT05,PNOA-MDT05-ETRS89-HU30-0215-LID.asc,9071596,10
MDT05,PNOA-MDT05-ETRS89-HU30-0216-LID.asc,9071597,10
MDT05,PNOA-MDT05-ETRS89-HU30-0217B-LID.asc,9071599,10
MDT05,PNOA-MDT05-ETRS89-HU30-0217-LID.asc,9071598,10
MDT05,PNOA-MDT05-ETRS89-HU30-0218-LID.asc,9071600,10
MDT05,PNOA-MDT05-ETRS89-HU30-0219-LID.asc,9071601,10
MDT05,PNOA-MDT05-ETRS89-HU30-0220-LID.asc,9071602,10
MDT05,PNOA-MDT05-ETRS89-HU30-0221-LID.asc,9071603,10
MDT05,PNOA-MDT05-ETRS89-HU30-0222-LID.asc,9071604,10
MDT05,PNOA-MDT05-ETRS89-HU30-0223-LID.asc,9071605,10
MDT05,PNOA-MDT05-ETRS89-HU30-0224-LID.asc,9071606,10
MDT05,PNOA-MDT05-ETRS89-HU30-0225-LID.asc,9071607,10
MDT05,PNOA-MDT05-ETRS89-HU30-0226-LID.asc,9071608,10
MDT05,PNOA-MDT05-ETRS89-HU30-0227-LID.asc,9071609,10
MDT05,PNOA-MDT05-ETRS89-HU30-0228-LID.asc,9071610,10
MDT05,PNOA-MDT05-ETRS89-HU30-0229-LID.asc,9071611,10
MDT05,PNOA-MDT05-ETRS89-HU30-0230-LID.asc,9071612,10
MDT05,PNOA-MDT05-ETRS89-HU30-0231-LID.asc,9071613,10
MDT05,PNOA-MDT05-ETRS89-HU30-0232-LID.asc,9071614,10
MDT05,PNOA-MDT05-ETRS89-HU30-0233-LID.asc,9071615,10
MDT05,PNOA-MDT05-ETRS89-HU30-0234-LID.asc,9071616,10
MDT05,PNOA-MDT05-ETRS89-HU30-0235-LID.asc,9071617,10
MDT05,PNOA-MDT05-ETRS89-HU30-0236-LID.asc,9071618,10
MDT05,PNOA-MDT05-ETRS89-HU30-0237-LID.asc,9071619,10
MDT05,PNOA-MDT05-ETRS89-HU30-0238-LID.asc,9071620,10
MDT05,PNOA-MDT05-ETRS89-HU30-0239-LID.asc,9071621,10
MDT05,PNOA-MDT05-ETRS89-HU30-0240-LID.asc,9071622,10
MDT05,PNOA-MDT05-ETRS89-HU30-0241-LID.asc,9071623,10
MDT05,PNOA-MDT05-ETRS89-HU30-0242-LID.asc,9071624,10
MDT05,PNOA-MDT05-ETRS89-HU30-0243-LID.asc,9071625,10
MDT05,PNOA-MDT05-ETRS89-HU30-0244-LID.asc,9071626,10
MDT05,PNOA-MDT05-ETRS89-HU30-0245-LID.asc,9071627,10
MDT05,PNOA-MDT05-ETRS89-HU30-0246-LID.asc,9071628,10
MDT05,PNOA-MDT05-ETRS89-HU30-0247-LID.asc,9071629,10
MDT05,PNOA-MDT05-ETRS89-HU30-0248-LID.asc,9071630,10
MDT05,PNOA-MDT05-ETRS89-HU30-0249-LID.asc,9071631,10
MDT05,PNOA-MDT05-ETRS89-HU30-0250-LID.asc,9071632,10
MDT05,PNOA-MDT05-ETRS89-HU30-0251-LID.asc,9071633,10
MDT05,PNOA-MDT05-ETRS89-HU30-0252-LID.asc,9071634,10
MDT05,PNOA-MDT05-ETRS89-HU30-0253-LID.asc,9071635,10
MDT05,PNOA-MDT05-ETRS89-HU30-0254-LID.asc,9071636,11
MDT05,PNOA-MDT05-ETRS89-HU30-0255-LID.asc,9071637,11
MDT05,PNOA-MDT05-ETRS89-HU30-0256-LID.asc,9071638,11
MDT05,PNOA-MDT05-ETRS89-HU30-0257-LID.asc,9071639,11
MDT05,PNOA-MDT05-ETRS89-HU30-0258-LID.asc,9071640,11
MDT05,PNOA-MDT05-ETRS89-HU30-0259-LID.asc,9071641,11
MDT05,PNOA-MDT05-ETRS89-HU30-0260-LID.asc,9071642,11
MDT05,PNOA-MDT05-ETRS89-HU30-0261-LID.asc,9071643,11
MDT05,PNOA-MDT05-ETRS89-HU30-0262-LID.asc,9071644,11
MDT05,PNOA-MDT05-ETRS89-HU30-0263-LID.asc,9071645,11
MDT05,PNOA-MDT05-ETRS89-HU30-0264-LID.asc,9071646,11
MDT05,PNOA-MDT05-ETRS89-HU30-0265-LID.asc,9071647,11
MDT05,PNOA-MDT05-ETRS89-HU30-0266-LID.asc,9071648,11
MDT05,PNOA-MDT05-ETRS89-HU30-0267-LID.asc,9071649,11
MDT05,PNOA-MDT05-ETRS89-HU30-0268-LID.asc,9071650,11
MDT05,PNOA-MDT05-ETRS89-HU30-0269-LID.asc,9071651,11
MDT05,PNOA-MDT05-ETRS89-HU30-0270-LID.asc,9071652,11
MDT05,PNOA-MDT05-ETRS89-HU30-0271-LID.asc,9071653,11
MDT05,PNOA-MDT05-ETRS89-HU30-0272-LID.asc,9071654,11
MDT05,PNOA-MDT05-ETRS89-HU30-0273-LID.asc,9071655,11
MDT05,PNOA-MDT05-ETRS89-HU30-0274-LID.asc,9071656,11
MDT05,PNOA-MDT05-ETRS89-HU30-0275-LID.asc,9071657,11
MDT05,PNOA-MDT05-ETRS89-HU30-0276-LID.asc,9071658,11
MDT05,PNOA-MDT05-ETRS89-HU30-0277-LID.asc,9071659,11
MDT05,PNOA-MDT05-ETRS89-HU30-0278-LID.asc,9071660,11
MDT05,PNOA-MDT05-ETRS89-HU30-0279-LID.asc,9071661,11
MDT05,PNOA-MDT05-ETRS89-HU30-0280-LID.asc,9071662,11
MDT05,PNOA-MDT05-ETRS89-HU30-0281-LID.asc,9071663,11
MDT05,PNOA-MDT05-ETRS89-HU30-0282-LID.asc,9071664,11
MDT05,PNOA-MDT05-ETRS89-HU30-0283-LID.asc,9071665,11
MDT05,PNOA-MDT05-ETRS89-HU30-0284-LID.asc,9071666,11
MDT05,PNOA-MDT05-ETRS89-HU30-0285-LID.asc,9071667,11
MDT05,PNOA-MDT05-ETRS89-HU30-0286-LID.asc,9071668,11
MDT05,PNOA-MDT05-ETRS89-HU30-0287-LID.asc,9071669,11
MDT05,PNOA-MDT05-ETRS89-HU30-0288-LID.asc,9071670,11
MDT05,PNOA-MDT05-ETRS89-HU30-0289-LID.asc,9071671,11
MDT05,PNOA-MDT05-ETRS89-HU30-0290-LID.asc,9071672,11
MDT05,PNOA-MDT05-ETRS89-HU30-0291-LID.asc,9071673,11
MDT05,PNOA-MDT05-ETRS89-HU30-0292-LID.asc,9071674,11
MDT05,PNOA-MDT05-ETRS89-HU30-0293-LID.asc,9071675,11
MDT05,PNOA-MDT05-ETRS89-HU30-0294-LID.asc,9071676,11
MDT05,PNOA-MDT05-ETRS89-HU30-0295-LID.asc,9071677,11
MDT05,PNOA-MDT05-ETRS89-HU30-0296-LID.asc,9071678,11
MDT05,PNOA-MDT05-ETRS89-HU30-0297-LID.asc,9071679,11
MDT05,PNOA-MDT05-ETRS89-HU30-0298-LID.asc,9071680,11
MDT05,PNOA-MDT05-ETRS89-HU30-0299-LID.asc,9071681,11
MDT05,PNOA-MDT05-ETRS89-HU30-0300B-LID.asc,9071683,11
MDT05,PNOA-MDT05-ETRS89-HU30-0300-LID.asc,9071682,11
MDT05,PNOA-MDT05-ETRS89-HU30-0301-LID.asc,9071684,11
MDT05,PNOA-MDT05-ETRS89-HU30-0302B-LID.asc,9071686,11
MDT05,PNOA-MDT05-ETRS89-HU30-0302-LID.asc,9071685,12
MDT05,PNOA-MDT05-ETRS89-HU30-0303B-LID.asc,9071688,12
MDT05,PNOA-MDT05-ETRS89-HU30-0303-LID.asc,9071687,12
MDT05,PNOA-MDT05-ETRS89-HU30-0304-LID.asc,9071689,12
MDT05,PNOA-MDT05-ETRS89-HU30-0305-LID.asc,9071690,12
MDT05,PNOA-MDT05-ETRS89-HU30-0306-LID.asc,9071691,12
MDT05,PNOA-MDT05-ETRS89-HU30-0307-LID.asc,9071692,12
MDT05,PNOA-MDT05-ETRS89-HU30-0308-LID.asc,9071693,12
MDT05,PNOA-MDT05-ETRS89-HU30-0309-LID.asc,9071694,12
MDT05,PNOA-MDT05-ETRS89-HU30-0310-LID.asc,9071695,12
MDT05,PNOA-MDT05-ETRS89-HU30-0311-LID.asc,9071696,12
MDT05,PNOA-MDT05-ETRS89-HU30-0312-LID.asc,9071697,12
MDT05,PNOA-MDT05-ETRS89-HU30-0313-LID.asc,9071698,12
MDT05,PNOA-MDT05-ETRS89-HU30-0314-LID.asc,9071699,12
MDT05,PNOA-MDT05-ETRS89-HU30-0315-LID.asc,9071700,12
MDT05,PNOA-MDT05-ETRS89-HU30-0316-LID.asc,9071701,12
MDT05,PNOA-MDT05-ETRS89-HU30-0317-LID.asc,9071702,12
MDT05,PNOA-MDT05-ETRS89-HU30-0318-LID.asc,9071703,12
MDT05,PNOA-MDT05-ETRS89-HU30-0319-LID.asc,9071704,12
MDT05,PNOA-MDT05-ETRS89-HU30-0320-LID.asc,9071705,12
MDT05,PNOA-MDT05-ETRS89-HU30-0321-LID.asc,9071706,12
MDT05,PNOA-MDT05-ETRS89-HU30-0322-LID.asc,9071707,12
MDT05,PNOA-MDT05-ETRS89-HU30-0323-LID.asc,9071708,12
MDT05,PNOA-MDT05-ETRS89-HU30-0324-LID.asc,9071709,12
MDT05,PNOA-MDT05-ETRS89-HU30-0325-LID.asc,9071710,12
MDT05,PNOA-MDT05-ETRS89-HU30-0326-LID.asc,9071711,12
MDT05,PNOA-MDT05-ETRS89-HU30-0327-LID.asc,9071712,12
MDT05,PNOA-MDT05-ETRS89-HU30-0328-LID.asc,9071713,12
MDT05,PNOA-MDT05-ETRS89-HU30-0329-LID.asc,9071714,12
MDT05,PNOA-MDT05-ETRS89-HU30-0330-LID.asc,9071715,12
MDT05,PNOA-MDT05-ETRS89-HU30-0331-LID.asc,9071716,12
MDT05,PNOA-MDT05-ETRS89-HU30-0332-LID.asc,9071717,12
MDT05,PNOA-MDT05-ETRS89-HU30-0333-LID.asc,9071718,12
MDT05,PNOA-MDT05-ETRS89-HU30-0334-LID.asc,9071719,12
MDT05,PNOA-MDT05-ETRS89-HU30-0335-LID.asc,9071720,12
MDT05,PNOA-MDT05-ETRS89-HU30-0336-LID.asc,9071721,12
MDT05,PNOA-MDT05-ETRS89-HU30-0337-LID.asc,9071722,12
MDT05,PNOA-MDT05-ETRS89-HU30-0338-LID.asc,9071723,12
MDT05,PNOA-MDT05-ETRS89-HU30-0339-LID.asc,9071724,12
MDT05,PNOA-MDT05-ETRS89-HU30-0340-LID.asc,9071725,12
MDT05,PNOA-MDT05-ETRS89-HU30-0341-LID.asc,9071726,12
MDT05,PNOA-MDT05-ETRS89-HU30-0342-LID.asc,9071727,12
MDT05,PNOA-MDT05-ETRS89-HU30-0343-LID.asc,9071728,12
MDT05,PNOA-MDT05-ETRS89-HU30-0344-LID.asc,9071729,12
MDT05,PNOA-MDT05-ETRS89-HU30-0345-LID.asc,9071730,12
MDT05,PNOA-MDT05-ETRS89-HU30-0346-LID.asc,9071731,12
MDT05,PNOA-MDT05-ETRS89-HU30-0347-LID.asc,9071732,12
MDT05,PNOA-MDT05-ETRS89-HU30-0348-LID.asc,9071733,12
MDT05,PNOA-MDT05-ETRS89-HU30-0349-LID.asc,9071734,12
MDT05,PNOA-MDT05-ETRS89-HU30-0350-LID.asc,9071735,12
MDT05,PNOA-MDT05-ETRS89-HU30-0351-LID.asc,9071736,13
MDT05,PNOA-MDT05-ETRS89-HU30-0352-LID.asc,9071737,13
MDT05,PNOA-MDT05-ETRS89-HU30-0353-LID.asc,9071738,13
MDT05,PNOA-MDT05-ETRS89-HU30-0354-LID.asc,9071739,13
MDT05,PNOA-MDT05-ETRS89-HU30-0355-LID.asc,9071740,13
MDT05,PNOA-MDT05-ETRS89-HU30-0356-LID.asc,9071741,13
MDT05,PNOA-MDT05-ETRS89-HU30-0357-LID.asc,9071742,13
MDT05,PNOA-MDT05-ETRS89-HU30-0358-LID.asc,9071743,13
MDT05,PNOA-MDT05-ETRS89-HU30-0359-LID.asc,9071744,13
MDT05,PNOA-MDT05-ETRS89-HU30-0360-LID.asc,9071745,13
MDT05,PNOA-MDT05-ETRS89-HU30-0361-LID.asc,9071746,13
MDT05,PNOA-MDT05-ETRS89-HU30-0362-LID.asc,9071747,13
MDT05,PNOA-MDT05-ETRS89-HU30-0363-LID.asc,9071748,13
MDT05,PNOA-MDT05-ETRS89-HU30-0364-LID.asc,9071749,13
MDT05,PNOA-MDT05-ETRS89-HU30-0365-LID.asc,9071750,13
MDT05,PNOA-MDT05-ETRS89-HU30-0366-LID.asc,9071751,13
MDT05,PNOA-MDT05-ETRS89-HU30-0367-LID.asc,9071752,13
MDT05,PNOA-MDT05-ETRS89-HU30-0368-LID.asc,9071753,13
MDT05,PNOA-MDT05-ETRS89-HU30-0369-LID.asc,9071754,13
MDT05,PNOA-MDT05-ETRS89-HU30-0370-LID.asc,9071755,13
MDT05,PNOA-MDT05-ETRS89-HU30-0371-LID.asc,9071756,13
MDT05,PNOA-MDT05-ETRS89-HU30-0372-LID.asc,9071757,13
MDT05,PNOA-MDT05-ETRS89-HU30-0373-LID.asc,9071758,13
MDT05,PNOA-MDT05-ETRS89-HU30-0374-LID.asc,9071759,13
MDT05,PNOA-MDT05-ETRS89-HU30-0375-LID.asc,9071760,13
MDT05,PNOA-MDT05-ETRS89-HU30-0376-LID.asc,9071761,13
MDT05,PNOA-MDT05-ETRS89-HU30-0377-LID.asc,9071762,13
MDT05,PNOA-MDT05-ETRS89-HU30-0378-LID.asc,9071763,13
MDT05,PNOA-MDT05-ETRS89-HU30-0379-LID.asc,9071764,13
MDT05,PNOA-MDT05-ETRS89-HU30-0380-LID.asc,9071765,13
MDT05,PNOA-MDT05-ETRS89-HU30-0381-LID.asc,9071766,13
MDT05,PNOA-MDT05-ETRS89-HU30-0382-LID.asc,9071767,13
MDT05,PNOA-MDT05-ETRS89-HU30-0383-LID.asc,9071768,13
MDT05,PNOA-MDT05-ETRS89-HU30-0384-LID.asc,9071769,13
MDT05,PNOA-MDT05-ETRS89-HU30-0385-LID.asc,9071770,13
MDT05,PNOA-MDT05-ETRS89-HU30-0386-LID.asc,9071771,13
MDT05,PNOA-MDT05-ETRS89-HU30-0387-LID.asc,9071772,13
MDT05,PNOA-MDT05-ETRS89-HU30-0388-LID.asc,9071773,13
MDT05,PNOA-MDT05-ETRS89-HU30-0389-LID.asc,9071774,13
MDT05,PNOA-MDT05-ETRS89-HU30-0390-LID.asc,9071775,13
MDT05,PNOA-MDT05-ETRS89-HU30-0391-LID.asc,9071776,13
MDT05,PNOA-MDT05-ETRS89-HU30-0392-LID.asc,9071777,13
MDT05,PNOA-MDT05-ETRS89-HU30-0393-LID.asc,9071778,13
MDT05,PNOA-MDT05-ETRS89-HU30-0394-LID.asc,9071779,13
MDT05,PNOA-MDT05-ETRS89-HU30-0395-LID.asc,9071780,13
MDT05,PNOA-MDT05-ETRS89-HU30-0396-LID.asc,9071781,13
MDT05,PNOA-MDT05-ETRS89-HU30-0397-LID.asc,9071782,13
MDT05,PNOA-MDT05-ETRS89-HU30-0398-LID.asc,9071783,13
MDT05,PNOA-MDT05-ETRS89-HU30-0399-LID.asc,9071784,13
MDT05,PNOA-MDT05-ETRS89-HU30-0400-LID.asc,9071785,13
MDT05,PNOA-MDT05-ETRS89-HU30-0401-LID.asc,9071786,14
MDT05,PNOA-MDT05-ETRS89-HU30-0402-LID.asc,9071787,14
MDT05,PNOA-MDT05-ETRS89-HU30-0403-LID.asc,9071788,14
MDT05,PNOA-MDT05-ETRS89-HU30-0404-LID.asc,9071789,14
MDT05,PNOA-MDT05-ETRS89-HU30-0405-LID.asc,9071790,14
MDT05,PNOA-MDT05-ETRS89-HU30-0406-LID.asc,9071791,14
MDT05,PNOA-MDT05-ETRS89-HU30-0407-LID.asc,9071792,14
MDT05,PNOA-MDT05-ETRS89-HU30-0408-LID.asc,9071793,14
MDT05,PNOA-MDT05-ETRS89-HU30-0409-LID.asc,9071794,14
MDT05,PNOA-MDT05-ETRS89-HU30-0410-LID.asc,9071795,14
MDT05,PNOA-MDT05-ETRS89-HU30-0411-LID.asc,9071796,14
MDT05,PNOA-MDT05-ETRS89-HU30-0412-LID.asc,9071797,14
MDT05,PNOA-MDT05-ETRS89-HU30-0413-LID.asc,9071798,14
MDT05,PNOA-MDT05-ETRS89-HU30-0414-LID.asc,9071799,14
MDT05,PNOA-MDT05-ETRS89-HU30-0415-LID.asc,9071800,14
MDT05,PNOA-MDT05-ETRS89-HU30-0416-LID.asc,9071801,14
MDT05,PNOA-MDT05-ETRS89-HU30-0417-LID.asc,9071802,14
MDT05,PNOA-MDT05-ETRS89-HU30-0418-LID.asc,9071803,14
MDT05,PNOA-MDT05-ETRS89-HU30-0419-LID.asc,9071804,14
MDT05,PNOA-MDT05-ETRS89-HU30-0420-LID.asc,9071805,14
MDT05,PNOA-MDT05-ETRS89-HU30-0421B-LID.asc,9071807,14
MDT05,PNOA-MDT05-ETRS89-HU30-0421-LID.asc,9071806,14
MDT05,PNOA-MDT05-ETRS89-HU30-0422-LID.asc,9071808,14
MDT05,PNOA-MDT05-ETRS89-HU30-0423-LID.asc,9071809,14
MDT05,PNOA-MDT05-ETRS89-HU30-0424-LID.asc,9071810,14
MDT05,PNOA-MDT05-ETRS89-HU30-0425-LID.asc,9071811,14
MDT05,PNOA-MDT05-ETRS89-HU30-0426-LID.asc,9071812,14
MDT05,PNOA-MDT05-ETRS89-HU30-0427-LID.asc,9071813,14
MDT05,PNOA-MDT05-ETRS89-HU30-0428-LID.asc,9071814,14
MDT05,PNOA-MDT05-ETRS89-HU30-0429-LID.asc,9071815,14
MDT05,PNOA-MDT05-ETRS89-HU30-0430-LID.asc,9071816,14
MDT05,PNOA-MDT05-ETRS89-HU30-0431-LID.asc,9071817,14
MDT05,PNOA-MDT05-ETRS89-HU30-0432-LID.asc,9071818,14
MDT05,PNOA-MDT05-ETRS89-HU30-0433-LID.asc,9071819,14
MDT05,PNOA-MDT05-ETRS89-HU30-0434-LID.asc,9071820,14
MDT05,PNOA-MDT05-ETRS89-HU30-0435-LID.asc,9071821,14
MDT05,PNOA-MDT05-ETRS89-HU30-0436-LID.asc,9071822,14
MDT05,PNOA-MDT05-ETRS89-HU30-0437-LID.asc,9071823,14
MDT05,PNOA-MDT05-ETRS89-HU30-0438-LID.asc,9071824,14
MDT05,PNOA-MDT05-ETRS89-HU30-0439-LID.asc,9071825,14
MDT05,PNOA-MDT05-ETRS89-HU30-0440-LID.asc,9071826,14
MDT05,PNOA-MDT05-ETRS89-HU30-0441-LID.asc,9071827,14
MDT05,PNOA-MDT05-ETRS89-HU30-0442-LID.asc,9071828,14
MDT05,PNOA-MDT05-ETRS89-HU30-0443-LID.asc,9071829,14
MDT05,PNOA-MDT05-ETRS89-HU30-0444-LID.asc,9071830,14
MDT05,PNOA-MDT05-ETRS89-HU30-0445-LID.asc,9071831,14
MDT05,PNOA-MDT05-ETRS89-HU30-0446-LID.asc,9071832,14
MDT05,PNOA-MDT05-ETRS89-HU30-0447-LID.asc,9071833,14
