PNOA-MDT25-ETRS89-HU29-0001-LID.TIF,COG,0.88,2010
PNOA-MDT25-ETRS89-HU29-0002-LID.TIF,COG,1.32,"2009, 2010"
PNOA-MDT25-ETRS89-HU29-0003-LID.TIF,COG,0.36,2009
PNOA-MDT25-ETRS89-HU29-0006-LID.TIF,COG,0.60,2010
PNOA-MDT25-ETRS89-HU29-0007-LID.TIF,COG,3.01,2010
PNOA-MDT25-ETRS89-HU29-0008-LID.TIF,COG,3.35,"2009, 2010"
PNOA-MDT25-ETRS89-HU29-0009-LID.TIF,COG,2.62,2009
PNOA-MDT25-ETRS89-HU29-0010-LID.TIF,COG,1.20,"2009, 2012"
PNOA-MDT25-ETRS89-HU29-0011-LID.TIF,COG,1.26,2012
PNOA-MDT25-ETRS89-HU29-0012-LID.TIF,COG,1.38,2012
PNOA-MDT25-ETRS89-HU29-0013-LID.TIF,COG,1.76,2012
PNOA-MDT25-ETRS89-HU29-0020-LID.TIF,COG,0.04,2010
PNOA-MDT25-ETRS89-HU29-0021-LID.TIF,COG,1.25,2010
PNOA-MDT25-ETRS89-HU29-0022-LID.TIF,COG,3.21,"2009, 2010"
PNOA-MDT25-ETRS89-HU29-0023-LID.TIF,COG,3.28,"2009, 2010"
PNOA-MDT25-ETRS89-HU29-0024-LID.TIF,COG,3.41,"2009, 2012"
PNOA-MDT25-ETRS89-HU29-0025-LID.TIF,COG,3.45,"2009, 2012"
PNOA-MDT25-ETRS89-HU29-0026-LID.TIF,COG,3.51,2012
PNOA-MDT25-ETRS89-HU29-0027-LID.TIF,COG,3.53,2012
PNOA-MDT25-ETRS89-HU29-0028-LID.TIF,COG,3.47,2012
PNOA-MDT25-ETRS89-HU29-0043-LID.TIF,COG,1.34,2010
PNOA-MDT25-ETRS89-HU29-0044-LID.TIF,COG,2.73,2010
PNOA-MDT25-ETRS89-HU29-0045-LID.TIF,COG,3.17,2010
PNOA-MDT25-ETRS89-HU29-0046-LID.TIF,COG,3.28,"2009, 2010"
PNOA-MDT25-ETRS89-HU29-0047-LID.TIF,COG,3.14,"2009, 2010"
PNOA-MDT25-ETRS89-HU29-0048-LID.TIF,COG,3.28,2009
