filename,name,datum,utm_zone,date,size
MDT25-ETRS89-H28-1079-2-COB2.TIF,1079-2,ETRS89,28,2015,0.13
MDT25-ETRS89-H28-1079-4-COB2.TIF,1079-4,ETRS89,28,2015,0.21
MDT25-ETRS89-H28-1079B-4-COB2.TIF,1079,ETRS89,28,2015,0.01
MDT25-ETRS89-H28-1080-2-COB2.TIF,1080-2,ETRS89,28,2015,0.66
MDT25-ETRS89-H28-1080-3-COB2.TIF,1080-3,ETRS89,28,2015,0.47
MDT25-ETRS89-H28-1080-4-COB2.TIF,1080-4,ETRS89,28,2015,0.73
MDT25-ETRS89-H28-1081-2-COB2.TIF,1081-2,ETRS89,28,2015,0.5
MDT25-ETRS89-H28-1081-4-COB2.TIF,1081-4,ETRS89,28,2015,0.69
MDT25-ETRS89-H28-1082-1-COB2.TIF,1082-1,ETRS89,28,2015,0.95
MDT25-ETRS89-H28-1082-2-COB2.TIF,1082-2,ETRS89,28,2015,0.71
MDT25-ETRS89-H28-1082-3-COB2.TIF,1082-3,ETRS89,28,2015,0.92
MDT25-ETRS89-H28-1082-4-COB2.TIF,1082-4,ETRS89,28,2015,0.26
MDT25-ETRS89-H28-1083-1-COB2.TIF,1083-1,ETRS89,28,2015,0.59
MDT25-ETRS89-H28-1083-2-COB2.TIF,1083-2,ETRS89,28,2015,0.65
MDT25-ETRS89-H28-1083-3-COB2.TIF,1083-3,ETRS89,28,2015,0.76
MDT25-ETRS89-H28-1083-4-COB2.TIF,1083-4,ETRS89,28,2015,1
MDT25-ETRS89-H28-1084-1-COB2.TIF,1084-1,ETRS89,28,2015,0.7
MDT25-ETRS89-H28-1084-2-COB2.TIF,1084-2,ETRS89,28,2015,0.04
MDT25-ETRS89-H28-1085-1-COB2.TIF,1085-1,ETRS89,28,2015,0.5
MDT25-ETRS89-H28-1085-2-COB2.TIF,1085-2,ETRS89,28,2015,0.85
MDT25-ETRS89-H28-1085-3-COB2.TIF,1085-3,ETRS89,28,2015,0.04
MDT25-ETRS89-H28-1085-4-COB2.TIF,1085-4,ETRS89,28,2015,0.93
MDT25-ETRS89-H28-1086-1-COB2.TIF,1086-1,ETRS89,28,2015,0.24
MDT25-ETRS89-H28-1086-2-COB2.TIF,1086-2,ETRS89,28,2015,0.78
MDT25-ETRS89-H28-1086-3-COB2.TIF,1086-3,ETRS89,28,2015,0.45
MDT25-ETRS89-H28-1086-4-COB2.TIF,1086-4,ETRS89,28,2015,0.85
MDT25-ETRS89-H28-1087-2-COB2.TIF,1087-2,ETRS89,28,2015,0.42
MDT25-ETRS89-H28-1088-2-COB2.TIF,1088-2,ETRS89,28,2015,0.67
MDT25-ETRS89-H28-1088-3-COB2.TIF,1088-3,ETRS89,28,2015,0.76
MDT25-ETRS89-H28-1088-4-COB2.TIF,1088-4,ETRS89,28,2015,0.78
MDT25-ETRS89-H28-1089-1-COB2.TIF,1089-1,ETRS89,28,2015,0.77
MDT25-ETRS89-H28-1089B-1-COB2.TIF,1089,ETRS89,28,2015,0.01
MDT25-ETRS89-H28-1090-1-COB2.TIF,1090-1,ETRS89,28,2015,0.64
MDT25-ETRS89-H28-1090-2-COB2.TIF,1090-2,ETRS89,28,2015,0.89
MDT25-ETRS89-H28-1090-3-COB2.TIF,1090-3,ETRS89,28,2015,0.82
MDT25-ETRS89-H28-1090-4-COB2.TIF,1090-4,ETRS89,28,2015,0.91
MDT25-ETRS89-H28-1091-1-COB2.TIF,1091-1,ETRS89,28,2015,0.5
MDT25-ETRS89-H28-1091-2-COB2.TIF,1091-2,ETRS89,28,2015,0.69
MDT25-ETRS89-H28-1091-3-COB2.TIF,1091-3,ETRS89,28,2015,0.73
MDT25-ETRS89-H28-1091-4-COB2.TIF,1091-4,ETRS89,28,2015,1.01
MDT25-ETRS89-H28-1092-1-COB2.TIF,1092-1,ETRS89,28,2015,0.98
MDT25-ETRS89-H28-1092-2-COB2.TIF,1092-2,ETRS89,28,2015,0.65
MDT25-ETRS89-H28-1092-3-COB2.TIF,1092-3,ETRS89,28,2015,1.01
