filename,name,datum,utm_zone,date,size
PNOA-MDT25-ETRS89-HU29-0001-LID.TIF,0001,MDT25,29,2010,0.88
PNOA-MDT25-ETRS89-HU29-0002-LID.TIF,0002,MDT25,29,"2009, 2010",1.32
PNOA-MDT25-ETRS89-HU29-0003-LID.TIF,0003,MDT25,29,2009,0.36
PNOA-MDT25-ETRS89-HU29-0006-LID.TIF,0006,MDT25,29,2010,0.6
PNOA-MDT25-ETRS89-HU29-0007-LID.TIF,0007,MDT25,29,2010,3.01
PNOA-MDT25-ETRS89-HU29-0008-LID.TIF,0008,MDT25,29,"2009, 2010",3.35
PNOA-MDT25-ETRS89-HU29-0009-LID.TIF,0009,MDT25,29,2009,2.62
PNOA-MDT25-ETRS89-HU29-0010-LID.TIF,0010,MDT25,29,"2009, 2012",1.2
PNOA-MDT25-ETRS89-HU29-0011-LID.TIF,0011,MDT25,29,2012,1.26
PNOA-MDT25-ETRS89-HU29-0012-LID.TIF,0012,MDT25,29,2012,1.38
PNOA-MDT25-ETRS89-HU29-0013-LID.TIF,0013,MDT25,29,2012,1.76
PNOA-MDT25-ETRS89-HU29-0020-LID.TIF,0020,MDT25,29,2010,0.04
PNOA-MDT25-ETRS89-HU29-0021-LID.TIF,0021,MDT25,29,2010,1.25
PNOA-MDT25-ETRS89-HU29-0022-LID.TIF,0022,MDT25,29,"2009, 2010",3.21
PNOA-MDT25-ETRS89-HU29-0023-LID.TIF,0023,MDT25,29,"2009, 2010",3.28
PNOA-MDT25-ETRS89-HU29-0024-LID.TIF,0024,MDT25,29,"2009, 2012",3.41
PNOA-MDT25-ETRS89-HU29-0025-LID.TIF,0025,MDT25,29,"2009, 2012",3.45
PNOA-MDT25-ETRS89-HU29-0026-LID.TIF,0026,MDT25,29,2012,3.51
PNOA-MDT25-ETRS89-HU29-0027-LID.TIF,0027,MDT25,29,2012,3.53
PNOA-MDT25-ETRS89-HU29-0028-LID.TIF,0028,MDT25,29,2012,3.47
PNOA-MDT25-ETRS89-HU29-0043-LID.TIF,0043,MDT25,29,2010,1.34
PNOA-MDT25-ETRS89-HU29-0044-LID.TIF,0044,MDT25,29,2010,2.73
PNOA-MDT25-ETRS89-HU29-0045-LID.TIF,0045,MDT25,29,2010,3.17
PNOA-MDT25-ETRS89-HU29-0046-LID.TIF,0046,MDT25,29,"2009, 2010",3.28
PNOA-MDT25-ETRS89-HU29-0047-LID.TIF,0047,MDT25,29,"2009, 2010",3.14
PNOA-MDT25-ETRS89-HU29-0048-LID.TIF,0048,MDT25,29,2009,3.28
PNOA-MDT25-ETRS89-HU29-0049-LID.TIF,0049,MDT25,29,"2009, 2012",3.43
PNOA-MDT25-ETRS89-HU29-0050-LID.TIF,0050,MDT25,29,"2009, 2012",3.48
