id,filename,name,datum,utm_zone,date,size
9074193,PNOA_MDT200_ETRS89_HU29_Pontevedra.asc,Pontevedra,ETRS89,29,"2009, 2011",3.3099999999999996
9074235,PNOA_MDT200_ETRS89_HU30_Pontevedra.asc,Pontevedra,ETRS89,30,"2009, 2011",3.04
9074194,PNOA_MDT200_ETRS89_HU29_Salamanca.asc,Salamanca,ETRS89,29,2015,3.79
9074236,PNOA_MDT200_ETRS89_HU30_Salamanca.asc,Salamanca,ETRS89,30,2015,5.159999999999999
9074259,PNOA_MDT200_REGCAN95_HU28_Tenerife.asc,Santa Cruz de Tenerife,REGCAN95,28,2016,4.04
9074237,PNOA_MDT200_ETRS89_HU30_Segovia.asc,Segovia,ETRS89,30,2010,4.57
9074238,PNOA_MDT200_ETRS89_HU30_Sevilla.asc,Sevilla,ETRS89,30,"2014, 2015",6.74
9074195,PNOA_MDT200_ETRS89_HU29_Sevilla.asc,Sevilla,ETRS89,29,"2014, 2015",2.9499999999999997
9074239,PNOA_MDT200_ETRS89_HU30_Soria.asc,Soria,ETRS89,30,2010,5.6899999999999995
9074255,PNOA_MDT200_ETRS89_HU31_Tarragona.asc,Tarragona,ETRS89,31,"2009, 2010, 2011",3.98
9074240,PNOA_MDT200_ETRS89_HU30_Tarragona.asc,Tarragona,ETRS89,30,"2009, 2010, 2011",4.08
9074241,PNOA_MDT200_ETRS89_HU30_Teruel.asc,Teruel,ETRS89,30,2010,8.41
9074256,PNOA_MDT200_ETRS89_HU31_Teruel.asc,Teruel,ETRS89,31,2010,2.62
9074242,PNOA_MDT200_ETRS89_HU30_Toledo.asc,Toledo,ETRS89,30,2009,7.05
9074243,PNOA_MDT200_ETRS89_HU30_Valencia.asc,València/Valencia,ETRS89,30,2009,6.17
9074244,PNOA_MDT200_ETRS89_HU30_Valladolid.asc,Valladolid,ETRS89,30,"2010, 2015",5.45
9074245,PNOA_MDT200_ETRS89_HU30_Vizcaya.asc,Bizkaia,ETRS89,30,2012,1.6700000000000002
9074246,PNOA_MDT200_ETRS89_HU30_Zamora.asc,Zamora,ETRS89,30,"2010, 2015",5.48
9074196,PNOA_MDT200_ETRS89_HU29_Zamora.asc,Zamora,ETRS89,29,"2010, 2015",4.6
9074247,PNOA_MDT200_ETRS89_HU30_Zaragoza.asc,Zaragoza,ETRS89,30,"2010, 2012",11.629999999999999
9074257,PNOA_MDT200_ETRS89_HU31_Zaragoza.asc,Zaragoza,ETRS89,31,"2010, 2012",3.7
