id,filename,name,datum,utm_zone,date,size
10323899,MDT02-ETRS89-HU29-0001-2-COB2.asc,0001-2,ETRS89,29,2015,241.18
10323778,MDT02-ETRS89-HU29-0001-3-COB2.asc,0001-3,ETRS89,29,2015,240.17
10323707,MDT02-ETRS89-HU29-0001-4-COB2.asc,0001-4,ETRS89,29,2015,226.98000000000002
10323961,MDT02-ETRS89-HU29-0002-1-COB2.asc,0002-1,ETRS89,29,"2016, 2015",241.25
10323968,MDT02-ETRS89-HU29-0002-2-COB2.asc,0002-2,ETRS89,29,"2016, 2015",239.01
10323934,MDT02-ETRS89-HU29-0002-3-COB2.asc,0002-3,ETRS89,29,"2016, 2015",221.31
10323948,MDT02-ETRS89-HU29-0002-4-COB2.asc,0002-4,ETRS89,29,"2016, 2015",224.39000000000001
10323851,MDT02-ETRS89-HU29-0003-3-COB2.asc,0003-3,ETRS89,29,2016,229.57
10323866,MDT02-ETRS89-HU29-0006-2-COB2.asc,0006-2,ETRS89,29,2015,243.14
10323760,MDT02-ETRS89-HU29-0006-4-COB2.asc,0006-4,ETRS89,29,2015,218.76
10323829,MDT02-ETRS89-HU29-0007-1-COB2.asc,0007-1,ETRS89,29,2015,228.66
10323704,MDT02-ETRS89-HU29-0007-2-COB2.asc,0007-2,ETRS89,29,2015,240.59
10323774,MDT02-ETRS89-HU29-0007-3-COB2.asc,0007-3,ETRS89,29,2015,229.33
10323789,MDT02-ETRS89-HU29-0007-4-COB2.asc,0007-4,ETRS89,29,2015,244.60999999999999
10323977,MDT02-ETRS89-HU29-0008-1-COB2.asc,0008-1,ETRS89,29,"2016, 2015",244.18
10323949,MDT02-ETRS89-HU29-0008-2-COB2.asc,0008-2,ETRS89,29,"2016, 2015",240.96
10323958,MDT02-ETRS89-HU29-0008-3-COB2.asc,0008-3,ETRS89,29,"2016, 2015",246.54
10323947,MDT02-ETRS89-HU29-0008-4-COB2.asc,0008-4,ETRS89,29,"2016, 2015",247.33
10323820,MDT02-ETRS89-HU29-0009-1-COB2.asc,0009-1,ETRS89,29,2016,245.66
10323904,MDT02-ETRS89-HU29-0009-2-COB2.asc,0009-2,ETRS89,29,2016,242.66
10323869,MDT02-ETRS89-HU29-0009-3-COB2.asc,0009-3,ETRS89,29,2016,239.62
10323909,MDT02-ETRS89-HU29-0009-4-COB2.asc,0009-4,ETRS89,29,2016,234.4
10323726,MDT02-ETRS89-HU29-0010-3-COB2.asc,0010-3,ETRS89,29,2020,229.63
10323875,MDT02-ETRS89-HU29-0010-4-COB2.asc,0010-4,ETRS89,29,2020,226.56
11274705,MDT02-ETRS89-HU29-0011-3-COB2.asc,0011-3,ETRS89,29,2020,229.47
11274706,MDT02-ETRS89-HU29-0011-4-COB2.asc,0011-4,ETRS89,29,2020,235.49
11274707,MDT02-ETRS89-HU29-0012-2-COB2.asc,0012-2,ETRS89,29,2020,255.18
11274708,MDT02-ETRS89-HU29-0012-3-COB2.asc,0012-3,ETRS89,29,2020,239.36
11274709,MDT02-ETRS89-HU29-0012-4-COB2.asc,0012-4,ETRS89,29,2020,242.76999999999998
11274710,MDT02-ETRS89-HU29-0013-1-COB2.asc,0013-1,ETRS89,29,2020,256.6
11274711,MDT02-ETRS89-HU29-0013-2-COB2.asc,0013-2,ETRS89,29,2020,259.78999999999996
11274712,MDT02-ETRS89-HU29-0013-3-COB2.asc,0013-3,ETRS89,29,2020,238.34
11274713,MDT02-ETRS89-HU29-0013-4-COB2.asc,0013-4,ETRS89,29,2020,255.92000000000002
10323700,MDT02-ETRS89-HU29-0020-3-COB2.asc,0020-3,ETRS89,29,2015,239.10999999999999
10323779,MDT02-ETRS89-HU29-0021-2-COB2.asc,0021-2,ETRS89,29,2015,207.15
10323766,MDT02-ETRS89-HU29-0021-3-COB2.asc,0021-3,ETRS89,29,2015,221.17
10323857,MDT02-ETRS89-HU29-0021-4-COB2.asc,0021-4,ETRS89,29,2015,212.22
10323821,MDT02-ETRS89-HU29-0022-1-COB2.asc,0022-1,ETRS89,29,2015,238.10999999999999
10323761,MDT02-ETRS89-HU29-0022-2-COB2.asc,0022-2,ETRS89,29,2015,245.60999999999999
10323864,MDT02-ETRS89-HU29-0022-3-COB2.asc,0022-3,ETRS89,29,2015,239.97
10323932,MDT02-ETRS89-HU29-0022-4-COB2.asc,0022-4,ETRS89,29,"2016, 2015",246.03
10323979,MDT02-ETRS89-HU29-0023-1-COB2.asc,0023-1,ETRS89,29,"2016, 2015",246.68
10323969,MDT02-ETRS89-HU29-0023-2-COB2.asc,0023-2,ETRS89,29,"2016, 2015",248.02
10323963,MDT02-ETRS89-HU29-0023-3-COB2.asc,0023-3,ETRS89,29,"2016, 2015",247.05
10323959,MDT02-ETRS89-HU29-0023-4-COB2.asc,0023-4,ETRS89,29,"2016, 2015",248.08
10323885,MDT02-ETRS89-HU29-0024-1-COB2.asc,0024-1,ETRS89,29,2016,248.06
10323912,MDT02-ETRS89-HU29-0024-2-COB2.asc,0024-2,ETRS89,29,2016,245.48000000000002
10323738,MDT02-ETRS89-HU29-0024-3-COB2.asc,0024-3,ETRS89,29,2016,249.19
10323740,MDT02-ETRS89-HU29-0024-4-COB2.asc,0024-4,ETRS89,29,2016,249.88000000000002
10323741,MDT02-ETRS89-HU29-0025-1-COB2.asc,0025-1,ETRS89,29,2020,236.5
10323807,MDT02-ETRS89-HU29-0025-2-COB2.asc,0025-2,ETRS89,29,2020,246.12
10323745,MDT02-ETRS89-HU29-0025-3-COB2.asc,0025-3,ETRS89,29,2020,245.6
11274714,MDT02-ETRS89-HU29-0025-4-COB2.asc,0025-4,ETRS89,29,2020,250.05
11274715,MDT02-ETRS89-HU29-0026-1-COB2.asc,0026-1,ETRS89,29,2020,245.86
11274716,MDT02-ETRS89-HU29-0026-2-COB2.asc,0026-2,ETRS89,29,2020,248.85000000000002
11274717,MDT02-ETRS89-HU29-0026-3-COB2.asc,0026-3,ETRS89,29,2020,249.5
11274718,MDT02-ETRS89-HU29-0026-4-COB2.asc,0026-4,ETRS89,29,2020,250.76
11274719,MDT02-ETRS89-HU29-0027-1-COB2.asc,0027-1,ETRS89,29,2020,249.48000000000002
11274720,MDT02-ETRS89-HU29-0027-2-COB2.asc,0027-2,ETRS89,29,2020,251.75
11274721,MDT02-ETRS89-HU29-0027-3-COB2.asc,0027-3,ETRS89,29,2020,251.47
11274722,MDT02-ETRS89-HU29-0027-4-COB2.asc,0027-4,ETRS89,29,2020,251.49
11274723,MDT02-ETRS89-HU29-0028-1-COB2.asc,0028-1,ETRS89,29,2020,245.29
11274724,MDT02-ETRS89-HU29-0028-2-COB2.asc,0028-2,ETRS89,29,2020,259.90999999999997
11274725,MDT02-ETRS89-HU29-0028-3-COB2.asc,0028-3,ETRS89,29,2020,249.26999999999998
11274726,MDT02-ETRS89-HU29-0028-4-COB2.asc,0028-4,ETRS89,29,2020,259.81
10323730,MDT02-ETRS89-HU29-0043-2-COB2.asc,0043-2,ETRS89,29,2015,223.2
10323913,MDT02-ETRS89-HU29-0043-3-COB2.asc,0043-3,ETRS89,29,2015,229.22
10323859,MDT02-ETRS89-HU29-0043-4-COB2.asc,0043-4,ETRS89,29,2015,222.48000000000002
10323749,MDT02-ETRS89-HU29-0044-1-COB2.asc,0044-1,ETRS89,29,2015,225.64
10323723,MDT02-ETRS89-HU29-0044-2-COB2.asc,0044-2,ETRS89,29,2015,229.6
10323708,MDT02-ETRS89-HU29-0044-3-COB2.asc,0044-3,ETRS89,29,2015,235.8
10323892,MDT02-ETRS89-HU29-0044-4-COB2.asc,0044-4,ETRS89,29,2015,242.57
10323843,MDT02-ETRS89-HU29-0045-1-COB2.asc,0045-1,ETRS89,29,2015,227.26
10323907,MDT02-ETRS89-HU29-0045-2-COB2.asc,0045-2,ETRS89,29,2015,221.23999999999998
10323720,MDT02-ETRS89-HU29-0045-3-COB2.asc,0045-3,ETRS89,29,2015,242.86
10323910,MDT02-ETRS89-HU29-0045-4-COB2.asc,0045-4,ETRS89,29,2015,238.83
10323874,MDT02-ETRS89-HU29-0046-1-COB2.asc,0046-1,ETRS89,29,2015,243.08
10323944,MDT02-ETRS89-HU29-0046-2-COB2.asc,0046-2,ETRS89,29,"2016, 2015",246.45000000000002
10323897,MDT02-ETRS89-HU29-0046-3-COB2.asc,0046-3,ETRS89,29,2015,245.23
10323943,MDT02-ETRS89-HU29-0046-4-COB2.asc,0046-4,ETRS89,29,"2016, 2015",246.62
10323950,MDT02-ETRS89-HU29-0047-1-COB2.asc,0047-1,ETRS89,29,"2016, 2015",247.47
10323953,MDT02-ETRS89-HU29-0047-2-COB2.asc,0047-2,ETRS89,29,"2016, 2015",248.33
10323970,MDT02-ETRS89-HU29-0047-3-COB2.asc,0047-3,ETRS89,29,"2016, 2015",246.95000000000002
10323839,MDT02-ETRS89-HU29-0047-4-COB2.asc,0047-4,ETRS89,29,2016,248.73999999999998
10323905,MDT02-ETRS89-HU29-0048-1-COB2.asc,0048-1,ETRS89,29,2016,249.39000000000001
10323918,MDT02-ETRS89-HU29-0048-2-COB2.asc,0048-2,ETRS89,29,2016,250.35000000000002
10323930,MDT02-ETRS89-HU29-0048-3-COB2.asc,0048-3,ETRS89,29,2016,249.79
10323731,MDT02-ETRS89-HU29-0048-4-COB2.asc,0048-4,ETRS89,29,2016,250.91
10323811,MDT02-ETRS89-HU29-0049-1-COB2.asc,0049-1,ETRS89,29,2020,248.26
11274727,MDT02-ETRS89-HU29-0049-2-COB2.asc,0049-2,ETRS89,29,2020,247.73999999999998
10323783,MDT02-ETRS89-HU29-0049-3-COB2.asc,0049-3,ETRS89,29,2020,250.56
10323819,MDT02-ETRS89-HU29-0049-4-COB2.asc,0049-4,ETRS89,29,2020,247.67
11274728,MDT02-ETRS89-HU29-0050-1-COB2.asc,0050-1,ETRS89,29,2020,251.09
11274729,MDT02-ETRS89-HU29-0050-2-COB2.asc,0050-2,ETRS89,29,2020,255.54
10323770,MDT02-ETRS89-HU29-0050-3-COB2.asc,0050-3,ETRS89,29,2020,256.85
11274730,MDT02-ETRS89-HU29-0050-4-COB2.asc,0050-4,ETRS89,29,2020,252.91
11274731,MDT02-ETRS89-HU29-0051-1-COB2.asc,0051-1,ETRS89,29,2020,250.87
11274732,MDT02-ETRS89-HU29-0051-2-COB2.asc,0051-2,ETRS89,29,2020,252.58
11274733,MDT02-ETRS89-HU29-0051-3-COB2.asc,0051-3,ETRS89,29,2020,255.8
11274734,MDT02-ETRS89-HU29-0051-4-COB2.asc,0051-4,ETRS89,29,2020,263.56
11274735,MDT02-ETRS89-HU29-0052-1-COB2.asc,0052-1,ETRS89,29,2020,254.8
11274736,MDT02-ETRS89-HU29-0052-2-COB2.asc,0052-2,ETRS89,29,2020,261.05
11274737,MDT02-ETRS89-HU29-0052-3-COB2.asc,0052-3,ETRS89,29,2020,263.95
11274738,MDT02-ETRS89-HU29-0052-4-COB2.asc,0052-4,ETRS89,29,2020,261.71999999999997
10323803,MDT02-ETRS89-HU29-0067-2-COB2.asc,0067-2,ETRS89,29,2015,229.95000000000002
10323724,MDT02-ETRS89-HU29-0067-4-COB2.asc,0067-4,ETRS89,29,2015,224.9
10323838,MDT02-ETRS89-HU29-0068-1-COB2.asc,0068-1,ETRS89,29,2015,226.36
10323916,MDT02-ETRS89-HU29-0068-2-COB2.asc,0068-2,ETRS89,29,2015,240.85000000000002
10323861,MDT02-ETRS89-HU29-0068-3-COB2.asc,0068-3,ETRS89,29,2015,238.67
10323696,MDT02-ETRS89-HU29-0068-4-COB2.asc,0068-4,ETRS89,29,2015,241.09
10323848,MDT02-ETRS89-HU29-0069-1-COB2.asc,0069-1,ETRS89,29,2015,241.94
10323709,MDT02-ETRS89-HU29-0069-2-COB2.asc,0069-2,ETRS89,29,2015,242.83
10323777,MDT02-ETRS89-HU29-0069-3-COB2.asc,0069-3,ETRS89,29,2015,242.2
10323850,MDT02-ETRS89-HU29-0069-4-COB2.asc,0069-4,ETRS89,29,2015,243.28
10323695,MDT02-ETRS89-HU29-0070-1-COB2.asc,0070-1,ETRS89,29,2015,243.84
10323882,MDT02-ETRS89-HU29-0070-2-COB2.asc,0070-2,ETRS89,29,2015,244.97
10323710,MDT02-ETRS89-HU29-0070-3-COB2.asc,0070-3,ETRS89,29,2015,244.23999999999998
10323900,MDT02-ETRS89-HU29-0070-4-COB2.asc,0070-4,ETRS89,29,2015,245.23999999999998
10323721,MDT02-ETRS89-HU29-0071-1-COB2.asc,0071-1,ETRS89,29,2015,245.99
10323973,MDT02-ETRS89-HU29-0071-2-COB2.asc,0071-2,ETRS89,29,"2016, 2015",247.08
10323855,MDT02-ETRS89-HU29-0071-3-COB2.asc,0071-3,ETRS89,29,2015,246.28
10323945,MDT02-ETRS89-HU29-0071-4-COB2.asc,0071-4,ETRS89,29,"2016, 2015",247.28
10323957,MDT02-ETRS89-HU29-0072-1-COB2.asc,0072-1,ETRS89,29,"2016, 2015",248.01
10323719,MDT02-ETRS89-HU29-0072-2-COB2.asc,0072-2,ETRS89,29,2016,248.94
