series,filename,id,date,size,page
02107,PNOA_MDT25_ETRS89_HU29_0301_LID.asc,9072766,"2009",6.57,3
02107,PNOA_MDT25_ETRS89_HU29_0302B_LID.asc,9072768,"2009",4.32,3
02107,PNOA_MDT25_ETRS89_HU29_0302_LID.asc,9072767,"2009",6.55,3
02107,PNOA_MDT25_ETRS89_HU29_0303B_LID.asc,9072770,"2009",4.44,3
02107,PNOA_MDT25_ETRS89_HU29_0303_LID.asc,9072769,"2009",6.46,3
02107,PNOA_MDT25_ETRS89_HU29_0304_LID.asc,9072771,"2010,2009",5.42,3
02107,PNOA_MDT25_ETRS89_HU29_0305_LID.asc,9072772,"2010",5.96,3
02107,PNOA_MDT25_ETRS89_HU29_0306_LID.asc,9072773,"2010",6.77,3
02107,PNOA_MDT25_ETRS89_HU29_0307_LID.asc,9072774,"2010",6.75,3
02107,PNOA_MDT25_ETRS89_HU29_0336_LID.asc,9072775,"2009",4.45,3
02107,PNOA_MDT25_ETRS89_HU29_0337_LID.asc,9072776,"2014,2010",4.73,3
02107,PNOA_MDT25_ETRS89_HU29_0338_LID.asc,9072777,"2014,2010",6.66,3
02107,PNOA_MDT25_ETRS89_HU29_0339_LID.asc,9072778,"2014,2010",6.71,3
02107,PNOA_MDT25_ETRS89_HU29_0367_LID.asc,9072779,"2014",4.87,3
02107,PNOA_MDT25_ETRS89_HU29_0368_LID.asc,9072780,"2014,2010",6.59,3
02107,PNOA_MDT25_ETRS89_HU29_0395_LID.asc,9072781,"2014",5.53,3
02107,PNOA_MDT25_ETRS89_HU29_0396_LID.asc,9072782,"2014",6.75,3
02107,PNOA_MDT25_ETRS89_HU29_0422_LID.asc,9072783,"2014",5.00,3
02107,PNOA_MDT25_ETRS89_HU29_0423_LID.asc,9072784,"2014",6.25,3
02107,PNOA_MDT25_ETRS89_HU29_0424_LID.asc,9072785,"2014",6.69,3
02107,PNOA_MDT25_ETRS89_HU29_0448B_LID.asc,9072786,"2014",4.40,3
02107,PNOA_MDT25_ETRS89_HU29_0449_LID.asc,9072787,"2014",6.27,3
02107,PNOA_MDT25_ETRS89_HU29_0450_LID.asc,9072788,"2014",6.75,3
02107,PNOA_MDT25_ETRS89_HU29_0451_LID.asc,9072789,"2014",6.77,3
02107,PNOA_MDT25_ETRS89_HU29_0474_LID.asc,9072790,"2014",4.40,3
02107,PNOA_MDT25_ETRS89_HU29_0475_LID.asc,9072791,"2014",6.65,3
02107,PNOA_MDT25_ETRS89_HU29_0476_LID.asc,9072792,"2014",6.75,3
02107,PNOA_MDT25_ETRS89_HU29_0477_LID.asc,9072793,"2014",6.82,3
02107,PNOA_MDT25_ETRS89_HU29_0500_LID.asc,9072794,"2014",6.55,3
02107,PNOA_MDT25_ETRS89_HU29_0501_LID.asc,9072795,"2014",6.77,3
02107,PNOA_MDT25_ETRS89_HU29_0502_LID.asc,9072796,"2014",6.86,3
02107,PNOA_MDT25_ETRS89_HU29_0525_LID.asc,9072797,"2014",6.55,3
02107,PNOA_MDT25_ETRS89_HU29_0526_LID.asc,9072798,"2014,2010",6.94,3
02107,PNOA_MDT25_ETRS89_HU29_0527_LID.asc,9072799,"2014,2010",7.11,3
02107,PNOA_MDT25_ETRS89_HU29_0550_LID.asc,9072800,"2014,2010",6.71,3
02107,PNOA_MDT25_ETRS89_HU29_0551_LID.asc,9072801,"2014,2010",7.02,3
02107,PNOA_MDT25_ETRS89_HU29_0552_LID.asc,9072802,"2014,2010",6.93,3
02107,PNOA_MDT25_ETRS89_HU29_0572_LID.asc,9072803,"2014,2010",5.65,3
02107,PNOA_MDT25_ETRS89_HU29_0573_LID.asc,9072804,"2014,2010",6.88,3
02107,PNOA_MDT25_ETRS89_HU29_0574_LID.asc,9072805,"2010",6.85,3
02107,PNOA_MDT25_ETRS89_HU29_0575_LID.asc,9072806,"2014,2010",6.99,3
02107,PNOA_MDT25_ETRS89_HU29_0595_LID.asc,9072807,"2010",5.33,3
02107,PNOA_MDT25_ETRS89_HU29_0596_LID.asc,9072808,"2010",6.79,3
02107,PNOA_MDT25_ETRS89_HU29_0597_LID.asc,9072809,"2010",6.83,3
02107,PNOA_MDT25_ETRS89_HU29_0598_LID.asc,9072810,"2010",6.95,4
02107,PNOA_MDT25_ETRS89_HU29_0620_LID.asc,9072811,"2010",5.21,4
02107,PNOA_MDT25_ETRS89_HU29_0621_LID.asc,9072812,"2010",6.80,4
02107,PNOA_MDT25_ETRS89_HU29_0622_LID.asc,9072813,"2010",6.85,4
02107,PNOA_MDT25_ETRS89_HU29_0623_LID.asc,9072814,"2010",6.91,4
02107,PNOA_MDT25_ETRS89_HU29_0648_LID.asc,9072815,"2010",5.79,4
02107,PNOA_MDT25_ETRS89_HU29_0649_LID.asc,9072816,"2010",6.81,4
02107,PNOA_MDT25_ETRS89_HU29_0650_LID.asc,9072817,"2010",6.87,4
02107,PNOA_MDT25_ETRS89_HU29_0651_LID.asc,9072818,"2010",6.93,4
02107,PNOA_MDT25_ETRS89_HU29_0674_LID.asc,9072819,"2010",4.82,4
02107,PNOA_MDT25_ETRS89_HU29_0675_LID.asc,9072820,"2010",6.69,4
02107,PNOA_MDT25_ETRS89_HU29_0676_LID.asc,9072821,"2010",6.77,4
02107,PNOA_MDT25_ETRS89_HU29_0677_LID.asc,9072822,"2010",6.82,4
02107,PNOA_MDT25_ETRS89_HU29_0678_LID.asc,9072823,"2010",6.87,4
02107,PNOA_MDT25_ETRS89_HU29_0679_LID.asc,9072824,"2010",6.94,4
02107,PNOA_MDT25_ETRS89_HU29_0701_LID.asc,9072825,"2010",6.12,4
02107,PNOA_MDT25_ETRS89_HU29_0702_LID.asc,9072826,"2010",6.79,4
02107,PNOA_MDT25_ETRS89_HU29_0703_LID.asc,9072827,"2010",6.84,4
02107,PNOA_MDT25_ETRS89_HU29_0704_LID.asc,9072828,"2010",6.90,4
02107,PNOA_MDT25_ETRS89_HU29_0705_LID.asc,9072829,"2010",6.95,4
02107,PNOA_MDT25_ETRS89_HU29_0726_LID.asc,9072830,"2010",5.51,4
02107,PNOA_MDT25_ETRS89_HU29_0727_LID.asc,9072831,"2010",6.79,4
02107,PNOA_MDT25_ETRS89_HU29_0728_LID.asc,9072832,"2010",6.84,4
02107,PNOA_MDT25_ETRS89_HU29_0729_LID.asc,9072833,"2010",6.91,4
02107,PNOA_MDT25_ETRS89_HU29_0730_LID.asc,9072834,"2010",6.97,4
02107,PNOA_MDT25_ETRS89_HU29_0750_LID.asc,9072835,"2010",6.22,4
02107,PNOA_MDT25_ETRS89_HU29_0751_LID.asc,9072836,"2010",6.87,4
02107,PNOA_MDT25_ETRS89_HU29_0752_LID.asc,9072837,"2010",6.92,4
02107,PNOA_MDT25_ETRS89_HU29_0753_LID.asc,9072838,"2010",6.98,4
02107,PNOA_MDT25_ETRS89_HU29_0775_LID.asc,9072839,"2010",6.19,4
02107,PNOA_MDT25_ETRS89_HU29_0776_LID.asc,9072840,"2010",6.90,4
02107,PNOA_MDT25_ETRS89_HU29_0777_LID.asc,9072841,"2010",6.94,4
02107,PNOA_MDT25_ETRS89_HU29_0778_LID.asc,9072842,"2010",7.00,4
02107,PNOA_MDT25_ETRS89_HU29_0800_LID.asc,9072843,"2010",5.00,4
02107,PNOA_MDT25_ETRS89_HU29_0801_LID.asc,9072844,"2010",6.84,4
02107,PNOA_MDT25_ETRS89_HU29_0802_LID.asc,9072845,"2010",6.91,4
02107,PNOA_MDT25_ETRS89_HU29_0803_LID.asc,9072846,"2010",6.95,4
02107,PNOA_MDT25_ETRS89_HU29_0804_LID.asc,9072847,"2010",7.01,4
02107,PNOA_MDT25_ETRS89_HU29_0826_LID.asc,9072848,"2010",5.42,4
02107,PNOA_MDT25_ETRS89_HU29_0827_LID.asc,9072849,"2010",6.87,4
02107,PNOA_MDT25_ETRS89_HU29_0828_LID.asc,9072850,"2010",6.92,4
02107,PNOA_MDT25_ETRS89_HU29_0829_LID.asc,9072851,"2010",6.97,4
02107,PNOA_MDT25_ETRS89_HU29_0830_LID.asc,9072852,"2010",7.03,4
02107,PNOA_MDT25_ETRS89_HU29_0851_LID.asc,9072853,"2010",5.50,4
02107,PNOA_MDT25_ETRS89_HU29_0852_LID.asc,9072854,"2010",6.88,4
02107,PNOA_MDT25_ETRS89_HU29_0853_LID.asc,9072855,"2010",6.94,4
02107,PNOA_MDT25_ETRS89_HU29_0854_LID.asc,9072856,"2010",6.99,4
02107,PNOA_MDT25_ETRS89_HU29_0855_LID.asc,9072857,"2010",7.05,4
02107,PNOA_MDT25_ETRS89_HU29_0873_LID.asc,9072858,"2010",4.62,4
02107,PNOA_MDT25_ETRS89_HU29_0874_LID.asc,9072859,"2014,2010",6.87,4
02107,PNOA_MDT25_ETRS89_HU29_0875_LID.asc,9072860,"2014,2010",6.95,5
