series,filename,id,date,size,page
MDT02,MDT02-ETRS89-HU29-0013-4-COB2.asc,11274713,"2020",255.92,1
MDT02,MDT02-ETRS89-HU29-0020-3-COB2.asc,10323700,"2015",239.11,1
MDT02,MDT02-ETRS89-HU29-0021-2-COB2.asc,10323779,"2015",207.15,1
MDT02,MDT02-ETRS89-HU29-0021-3-COB2.asc,10323766,"2015",221.17,1
MDT02,MDT02-ETRS89-HU29-0021-4-COB2.asc,10323857,"2015",212.22,1
MDT02,MDT02-ETRS89-HU29-0022-1-COB2.asc,10323821,"2015",238.11,1
MDT02,MDT02-ETRS89-HU29-0022-2-COB2.asc,10323761,"2015",245.61,1
MDT02,MDT02-ETRS89-HU29-0022-3-COB2.asc,10323864,"2015",239.97,1
MDT02,MDT02-ETRS89-HU29-0022-4-COB2.asc,10323932,"2016,2015",246.03,1
MDT02,MDT02-ETRS89-HU29-0023-1-COB2.asc,10323979,"2016,2015",246.68,1
MDT02,MDT02-ETRS89-HU29-0023-2-COB2.asc,10323969,"2016,2015",248.02,1
MDT02,MDT02-ETRS89-HU29-0023-3-COB2.asc,10323963,"2016,2015",247.05,1
MDT02,MDT02-ETRS89-HU29-0023-4-COB2.asc,10323959,"2016,2015",248.08,1
MDT02,MDT02-ETRS89-HU29-0024-1-COB2.asc,10323885,"2016",248.06,1
MDT02,MDT02-ETRS89-HU29-0024-2-COB2.asc,10323912,"2016",245.48,1
MDT02,MDT02-ETRS89-HU29-0024-3-COB2.asc,10323738,"2016",249.19,1
MDT02,MDT02-ETRS89-HU29-0024-4-COB2.asc,10323740,"2016",249.88,1
MDT02,MDT02-ETRS89-HU29-0025-1-COB2.asc,10323741,"2020",236.50,1
MDT02,MDT02-ETRS89-HU29-0025-2-COB2.asc,10323807,"2020",246.12,2
MDT02,MDT02-ETRS89-HU29-0025-3-COB2.asc,10323745,"2020",245.60,2
MDT02,MDT02-ETRS89-HU29-0025-4-COB2.asc,11274714,"2020",250.05,2
MDT02,MDT02-ETRS89-HU29-0026-1-COB2.asc,11274715,"2020",245.86,2
MDT02,MDT02-ETRS89-HU29-0026-2-COB2.asc,11274716,"2020",248.85,2
MDT02,MDT02-ETRS89-HU29-0026-3-COB2.asc,11274717,"2020",249.50,2
MDT02,MDT02-ETRS89-HU29-0026-4-COB2.asc,11274718,"2020",250.76,2
MDT02,MDT02-ETRS89-HU29-0027-1-COB2.asc,11274719,"2020",249.48,2
MDT02,MDT02-ETRS89-HU29-0027-2-COB2.asc,11274720,"2020",251.75,2
MDT02,MDT02-ETRS89-HU29-0027-3-COB2.asc,11274721,"2020",251.47,2
MDT02,MDT02-ETRS89-HU29-0027-4-COB2.asc,11274722,"2020",251.49,2
MDT02,MDT02-ETRS89-HU29-0028-1-COB2.asc,11274723,"2020",245.29,2
MDT02,MDT02-ETRS89-HU29-0028-2-COB2.asc,11274724,"2020",259.91,2
MDT02,MDT02-ETRS89-HU29-0028-3-COB2.asc,11274725,"2020",249.27,2
MDT02,MDT02-ETRS89-HU29-0028-4-COB2.asc,11274726,"2020",259.81,2
MDT02,MDT02-ETRS89-HU29-0043-2-COB2.asc,10323730,"2015",223.20,2
MDT02,MDT02-ETRS89-HU29-0043-3-COB2.asc,10323913,"2015",229.22,2
MDT02,MDT02-ETRS89-HU29-0043-4-COB2.asc,10323859,"2015",222.48,2
MDT02,MDT02-ETRS89-HU29-0044-1-COB2.asc,10323749,"2015",225.64,2
MDT02,MDT02-ETRS89-HU29-0044-2-COB2.asc,10323723,"2015",229.60,2
MDT02,MDT02-ETRS89-HU29-0044-3-COB2.asc,10323708,"2015",235.80,2
MDT02,MDT02-ETRS89-HU29-0044-4-COB2.asc,10323892,"2015",242.57,2
MDT02,MDT02-ETRS89-HU29-0045-1-COB2.asc,10323843,"2015",227.26,2
MDT02,MDT02-ETRS89-HU29-0045-2-COB2.asc,10323907,"2015",221.24,2
MDT02,MDT02-ETRS89-HU29-0045-3-COB2.asc,10323720,"2015",242.86,2
MDT02,MDT02-ETRS89-HU29-0045-4-COB2.asc,10323910,"2015",238.83,2
MDT02,MDT02-ETRS89-HU29-0046-1-COB2.asc,10323874,"2015",243.08,2
MDT02,MDT02-ETRS89-HU29-0046-2-COB2.asc,10323944,"2016,2015",246.45,2
MDT02,MDT02-ETRS89-HU29-0046-3-COB2.asc,10323897,"2015",245.23,2
MDT02,MDT02-ETRS89-HU29-0046-4-COB2.asc,10323943,"2016,2015",246.62,2
MDT02,MDT02-ETRS89-HU29-0047-1-COB2.asc,10323950,"2016,2015",247.47,2
MDT02,MDT02-ETRS89-HU29-0047-2-COB2.asc,10323953,"2016,2015",248.33,2
MDT02,MDT02-ETRS89-HU29-0047-3-COB2.asc,10323970,"2016,2015",246.95,2
MDT02,MDT02-ETRS89-HU29-0047-4-COB2.asc,10323839,"2016",248.74,2
MDT02,MDT02-ETRS89-HU29-0048-1-COB2.asc,10323905,"2016",249.39,2
MDT02,MDT02-ETRS89-HU29-0048-2-COB2.asc,10323918,"2016",250.35,2
MDT02,MDT02-ETRS89-HU29-0048-3-COB2.asc,10323930,"2016",249.79,2
MDT02,MDT02-ETRS89-HU29-0048-4-COB2.asc,10323731,"2016",250.91,2
MDT02,MDT02-ETRS89-HU29-0049-1-COB2.asc,10323811,"2020",248.26,2
MDT02,MDT02-ETRS89-HU29-0049-2-COB2.asc,11274727,"2020",247.74,2
MDT02,MDT02-ETRS89-HU29-0049-3-COB2.asc,10323783,"2020",250.56,2
MDT02,MDT02-ETRS89-HU29-0049-4-COB2.asc,10323819,"2020",247.67,2
MDT02,MDT02-ETRS89-HU29-0050-1-COB2.asc,11274728,"2020",251.09,2
MDT02,MDT02-ETRS89-HU29-0050-2-COB2.asc,11274729,"2020",255.54,2
MDT02,MDT02-ETRS89-HU29-0050-3-COB2.asc,10323770,"2020",256.85,2
MDT02,MDT02-ETRS89-HU29-0050-4-COB2.asc,11274730,"2020",252.91,2
MDT02,MDT02-ETRS89-HU29-0051-1-COB2.asc,11274731,"2020",250.87,2
MDT02,MDT02-ETRS89-HU29-0051-2-COB2.asc,11274732,"2020",252.58,2
MDT02,MDT02-ETRS89-HU29-0051-3-COB2.asc,11274733,"2020",255.80,2
MDT02,MDT02-ETRS89-HU29-0051-4-COB2.asc,11274734,"2020",263.56,2
MDT02,MDT02-ETRS89-HU29-0052-1-COB2.asc,11274735,"2020",254.80,3
MDT02,MDT02-ETRS89-HU29-0052-2-COB2.asc,11274736,"2020",261.05,3
MDT02,MDT02-ETRS89-HU29-0052-3-COB2.asc,11274737,"2020",263.95,3
MDT02,MDT02-ETRS89-HU29-0052-4-COB2.asc,11274738,"2020",261.72,3
MDT02,MDT02-ETRS89-HU29-0067-2-COB2.asc,10323803,"2015",229.95,3
MDT02,MDT02-ETRS89-HU29-0067-4-COB2.asc,10323724,"2015",224.90,3
MDT02,MDT02-ETRS89-HU29-0068-1-COB2.asc,10323838,"2015",226.36,3
MDT02,MDT02-ETRS89-HU29-0068-2-COB2.asc,10323916,"2015",240.85,3
MDT02,MDT02-ETRS89-HU29-0068-3-COB2.asc,10323861,"2015",238.67,3
MDT02,MDT02-ETRS89-HU29-0068-4-COB2.asc,10323696,"2015",241.09,3
MDT02,MDT02-ETRS89-HU29-0069-1-COB2.asc,10323848,"2015",241.94,3
MDT02,MDT02-ETRS89-HU29-0069-2-COB2.asc,10323709,"2015",242.83,3
MDT02,MDT02-ETRS89-HU29-0069-3-COB2.asc,10323777,"2015",242.20,3
MDT02,MDT02-ETRS89-HU29-0069-4-COB2.asc,10323850,"2015",243.28,3
MDT02,MDT02-ETRS89-HU29-0070-1-COB2.asc,10323695,"2015",243.84,3
MDT02,MDT02-ETRS89-HU29-0070-2-COB2.asc,10323882,"2015",244.97,3
MDT02,MDT02-ETRS89-HU29-0070-3-COB2.asc,10323710,"2015",244.24,3
MDT02,MDT02-ETRS89-HU29-0070-4-COB2.asc,10323900,"2015",245.24,3
MDT02,MDT02-ETRS89-HU29-0071-1-COB2.asc,10323721,"2015",245.99,3
MDT02,MDT02-ETRS89-HU29-0071-2-COB2.asc,10323973,"2016,2015",247.08,3
MDT02,MDT02-ETRS89-HU29-0071-3-COB2.asc,10323855,"2015",246.28,3
MDT02,MDT02-ETRS89-HU29-0071-4-COB2.asc,10323945,"2016,2015",247.28,3
MDT02,MDT02-ETRS89-HU29-0072-1-COB2.asc,10323957,"2016,2015",248.01,3
MDT02,MDT02-ETRS89-HU29-0072-2-COB2.asc,10323719,"2016",248.94,3
MDT02,MDT02-ETRS89-HU29-0072-3-COB2.asc,10323940,"2016,2015",248.38,3
MDT02,MDT02-ETRS89-HU29-0072-4-COB2.asc,10323902,"2016",248.93,3
MDT02,MDT02-ETRS89-HU29-0073-1-COB2.asc,10323785,"2016",250.10,3
MDT02,MDT02-ETRS89-HU29-0073-2-COB2.asc,10323832,"2016",251.29,3
MDT02,MDT02-ETRS89-HU29-0073-3-COB2.asc,10323922,"2016",250.32,3
MDT02,MDT02-ETRS89-HU29-0073-4-COB2.asc,10323750,"2016",251.59,3
MDT02,MDT02-ETRS89-HU29-0074-1-COB2.asc,10323791,"2016",253.16,3
MDT02,MDT02-ETRS89-HU29-0074-2-COB2.asc,10323805,"2020",250.17,3
MDT02,MDT02-ETRS89-HU29-0074-3-COB2.asc,10323853,"2016",252.59,3
MDT02,MDT02-ETRS89-HU29-0074-4-COB2.asc,10323794,"2020",249.43,3
MDT02,MDT02-ETRS89-HU29-0075-1-COB2.asc,10323877,"2020",260.66,3
MDT02,MDT02-ETRS89-HU29-0075-2-COB2.asc,11274739,"2020",256.43,3
MDT02,MDT02-ETRS89-HU29-0075-3-COB2.asc,11274740,"2020",264.03,3
MDT02,MDT02-ETRS89-HU29-0075-4-COB2.asc,11274741,"2020",266.49,3
MDT02,MDT02-ETRS89-HU29-0076-1-COB2.asc,11274742,"2020",270.48,3
MDT02,MDT02-ETRS89-HU29-0076-2-COB2.asc,11274743,"2020",271.49,3
MDT02,MDT02-ETRS89-HU29-0076-3-COB2.asc,11274744,"2020",277.64,3
MDT02,MDT02-ETRS89-HU29-0076-4-COB2.asc,11274745,"2020",283.68,3
MDT02,MDT02-ETRS89-HU29-0077-1-COB2.asc,11274746,"2020",273.19,3
MDT02,MDT02-ETRS89-HU29-0077-2-COB2.asc,11274747,"2020",266.30,3
MDT02,MDT02-ETRS89-HU29-0077-3-COB2.asc,11274748,"2020",279.52,3
MDT02,MDT02-ETRS89-HU29-0077-4-COB2.asc,11274749,"2020",267.48,3
MDT02,MDT02-ETRS89-HU29-0092-2-COB2.asc,10323888,"2015",219.87,3
MDT02,MDT02-ETRS89-HU29-0092-4-COB2.asc,10323845,"2015",234.67,3
MDT02,MDT02-ETRS89-HU29-0093-1-COB2.asc,10323718,"2015",237.80,3
MDT02,MDT02-ETRS89-HU29-0093-2-COB2.asc,10323831,"2015",241.33,3
MDT02,MDT02-ETRS89-HU29-0093-3-COB2.asc,10323713,"2015",223.06,4
MDT02,MDT02-ETRS89-HU29-0093-4-COB2.asc,10323896,"2015",238.19,4
MDT02,MDT02-ETRS89-HU29-0094-1-COB2.asc,10323797,"2015",242.56,4
MDT02,MDT02-ETRS89-HU29-0094-2-COB2.asc,10323876,"2015",243.54,4
MDT02,MDT02-ETRS89-HU29-0094-3-COB2.asc,10323801,"2015",242.40,4
MDT02,MDT02-ETRS89-HU29-0094-4-COB2.asc,10323754,"2015",237.63,4
MDT02,MDT02-ETRS89-HU29-0095-1-COB2.asc,10323796,"2015",244.53,4
MDT02,MDT02-ETRS89-HU29-0095-2-COB2.asc,10323804,"2015",245.55,4
MDT02,MDT02-ETRS89-HU29-0095-3-COB2.asc,10323890,"2015",244.82,4
MDT02,MDT02-ETRS89-HU29-0095-4-COB2.asc,10323879,"2015",245.60,4
MDT02,MDT02-ETRS89-HU29-0096-1-COB2.asc,10323824,"2015",246.63,4
MDT02,MDT02-ETRS89-HU29-0096-2-COB2.asc,10323941,"2016,2015",247.74,4
MDT02,MDT02-ETRS89-HU29-0096-3-COB2.asc,10323795,"2015",246.91,4
MDT02,MDT02-ETRS89-HU29-0096-4-COB2.asc,10323980,"2016,2015",247.97,4
MDT02,MDT02-ETRS89-HU29-0097-1-COB2.asc,10323951,"2016,2015",248.74,4
MDT02,MDT02-ETRS89-HU29-0097-2-COB2.asc,10323762,"2016",249.33,4
MDT02,MDT02-ETRS89-HU29-0097-3-COB2.asc,10323972,"2016,2015",249.02,4
MDT02,MDT02-ETRS89-HU29-0097-4-COB2.asc,10323880,"2016",248.98,4
MDT02,MDT02-ETRS89-HU29-0098-1-COB2.asc,10323729,"2016",250.50,4
MDT02,MDT02-ETRS89-HU29-0098-2-COB2.asc,10323722,"2016",251.87,4
MDT02,MDT02-ETRS89-HU29-0098-3-COB2.asc,10323898,"2016",250.81,4
MDT02,MDT02-ETRS89-HU29-0098-4-COB2.asc,10323923,"2016",252.91,4
MDT02,MDT02-ETRS89-HU29-0099-1-COB2.asc,10323693,"2016",252.78,4
MDT02,MDT02-ETRS89-HU29-0099-2-COB2.asc,10323757,"2020",254.79,4
MDT02,MDT02-ETRS89-HU29-0099-3-COB2.asc,10323844,"2016",253.68,4
MDT02,MDT02-ETRS89-HU29-0099-4-COB2.asc,10323884,"2016",268.85,4
MDT02,MDT02-ETRS89-HU29-0100-1-COB2.asc,10323858,"2020",265.46,4
MDT02,MDT02-ETRS89-HU29-0100-2-COB2.asc,11274750,"2020",274.52,4
MDT02,MDT02-ETRS89-HU29-0100-3-COB2.asc,10323702,"2020",269.61,4
MDT02,MDT02-ETRS89-HU29-0100-4-COB2.asc,11274751,"2020",265.82,4
MDT02,MDT02-ETRS89-HU29-0101-1-COB2.asc,11274752,"2020",276.57,4
MDT02,MDT02-ETRS89-HU29-0101-3-COB2.asc,11274753,"2020",263.73,4
MDT02,MDT02-ETRS89-HU29-0102-2-COB2.asc,11274754,"2020",271.19,4
MDT02,MDT02-ETRS89-HU29-0119-1-COB2.asc,10323767,"2015",223.70,4
MDT02,MDT02-ETRS89-HU29-0119-2-COB2.asc,10323756,"2015",213.30,4
MDT02,MDT02-ETRS89-HU29-0119-3-COB2.asc,10323873,"2015",236.26,4
MDT02,MDT02-ETRS89-HU29-0119-4-COB2.asc,10323842,"2015",232.92,4
MDT02,MDT02-ETRS89-HU29-0120-1-COB2.asc,10323887,"2015",240.73,4
MDT02,MDT02-ETRS89-HU29-0120-2-COB2.asc,10323715,"2015",231.78,4
MDT02,MDT02-ETRS89-HU29-0120-3-COB2.asc,10323758,"2015",228.04,4
MDT02,MDT02-ETRS89-HU29-0120-4-COB2.asc,10323841,"2015",231.24,4
MDT02,MDT02-ETRS89-HU29-0121-1-COB2.asc,10323737,"2015",240.63,4
MDT02,MDT02-ETRS89-HU29-0121-2-COB2.asc,10323825,"2015",244.49,4
MDT02,MDT02-ETRS89-HU29-0121-3-COB2.asc,10323914,"2015",243.78,4
MDT02,MDT02-ETRS89-HU29-0121-4-COB2.asc,10323894,"2015",246.55,4
MDT02,MDT02-ETRS89-HU29-0122-1-COB2.asc,10323833,"2015",247.29,4
MDT02,MDT02-ETRS89-HU29-0122-2-COB2.asc,10323938,"2016,2015",248.37,4
MDT02,MDT02-ETRS89-HU29-0122-3-COB2.asc,10323712,"2015",247.53,4
MDT02,MDT02-ETRS89-HU29-0122-4-COB2.asc,10323935,"2016,2015",248.57,4
MDT02,MDT02-ETRS89-HU29-0123-1-COB2.asc,10323954,"2016,2015",249.31,4
MDT02,MDT02-ETRS89-HU29-0123-2-COB2.asc,10323775,"2016",246.87,5
MDT02,MDT02-ETRS89-HU29-0123-3-COB2.asc,10323960,"2016,2015",246.61,5
MDT02,MDT02-ETRS89-HU29-0123-4-COB2.asc,10323846,"2016",247.50,5
MDT02,MDT02-ETRS89-HU29-0124-1-COB2.asc,10323699,"2016",251.50,5
MDT02,MDT02-ETRS89-HU29-0124-2-COB2.asc,10323847,"2016",254.51,5
MDT02,MDT02-ETRS89-HU29-0124-3-COB2.asc,10323823,"2016",251.52,5
MDT02,MDT02-ETRS89-HU29-0124-4-COB2.asc,10323763,"2016",262.15,5
MDT02,MDT02-ETRS89-HU29-0125-1-COB2.asc,10323755,"2016",259.30,5
MDT02,MDT02-ETRS89-HU29-0125-2-COB2.asc,10323717,"2016",272.74,5
MDT02,MDT02-ETRS89-HU29-0125-3-COB2.asc,10323840,"2016",280.27,5
MDT02,MDT02-ETRS89-HU29-0125-4-COB2.asc,10323764,"2016",262.95,5
MDT02,MDT02-ETRS89-HU29-0151-1-COB2.asc,10323697,"2015",233.75,5
MDT02,MDT02-ETRS89-HU29-0151-2-COB2.asc,10323852,"2015",219.24,5
MDT02,MDT02-ETRS89-HU29-0151-3-COB2.asc,10323901,"2015",227.00,5
MDT02,MDT02-ETRS89-HU29-0151-4-COB2.asc,10323773,"2015",205.49,5
MDT02,MDT02-ETRS89-HU29-0152-1-COB2.asc,10323732,"2015",218.11,5
MDT02,MDT02-ETRS89-HU29-0152-2-COB2.asc,10323742,"2015",240.38,5
MDT02,MDT02-ETRS89-HU29-0152-3-COB2.asc,10323834,"2015",213.79,5
MDT02,MDT02-ETRS89-HU29-0152-4-COB2.asc,10323782,"2015",237.93,5
MDT02,MDT02-ETRS89-HU29-0153-1-COB2.asc,10323768,"2015",245.84,5
MDT02,MDT02-ETRS89-HU29-0153-2-COB2.asc,10323698,"2015",246.87,5
MDT02,MDT02-ETRS89-HU29-0153-3-COB2.asc,10323769,"2015",246.20,5
MDT02,MDT02-ETRS89-HU29-0153-4-COB2.asc,10323955,"2016,2015",247.30,5
MDT02,MDT02-ETRS89-HU29-0154-1-COB2.asc,10323813,"2015",248.00,5
MDT02,MDT02-ETRS89-HU29-0154-2-COB2.asc,10323975,"2016,2015",250.56,5
MDT02,MDT02-ETRS89-HU29-0154-3-COB2.asc,10323942,"2016,2015",248.21,5
MDT02,MDT02-ETRS89-HU29-0154-4-COB2.asc,10323962,"2016,2015",249.57,5
MDT02,MDT02-ETRS89-HU29-0155-1-COB2.asc,10323939,"2016,2015",247.07,5
MDT02,MDT02-ETRS89-HU29-0155-2-COB2.asc,10323810,"2016",251.05,5
MDT02,MDT02-ETRS89-HU29-0155-3-COB2.asc,10323937,"2016,2015",247.33,5
MDT02,MDT02-ETRS89-HU29-0155-4-COB2.asc,10323786,"2016",250.94,5
MDT02,MDT02-ETRS89-HU29-0156-1-COB2.asc,10323886,"2016",251.76,5
MDT02,MDT02-ETRS89-HU29-0156-2-COB2.asc,10323870,"2016",261.38,5
MDT02,MDT02-ETRS89-HU29-0156-3-COB2.asc,10323929,"2016",252.26,5
MDT02,MDT02-ETRS89-HU29-0156-4-COB2.asc,10323728,"2016",254.83,5
MDT02,MDT02-ETRS89-HU29-0157-1-COB2.asc,10323725,"2016",272.31,5
MDT02,MDT02-ETRS89-HU29-0157-3-COB2.asc,10323765,"2016",271.12,5
MDT02,MDT02-ETRS89-HU29-0157-4-COB2.asc,10323799,"2016",259.91,5
MDT02,MDT02-ETRS89-HU29-0184-2-COB2.asc,10323772,"2015",215.53,5
MDT02,MDT02-ETRS89-HU29-0184-4-COB2.asc,10323759,"2015",224.38,5
MDT02,MDT02-ETRS89-HU29-0185-1-COB2.asc,10323856,"2015",224.24,5
MDT02,MDT02-ETRS89-HU29-0185-2-COB2.asc,10323928,"2015",232.29,5
MDT02,MDT02-ETRS89-HU29-0185-3-COB2.asc,10323871,"2015",209.25,5
MDT02,MDT02-ETRS89-HU29-0185-4-COB2.asc,10323872,"2015",234.22,5
MDT02,MDT02-ETRS89-HU29-0186-1-COB2.asc,10323706,"2015",246.57,5
MDT02,MDT02-ETRS89-HU29-0186-2-COB2.asc,10323976,"2016,2015",247.58,5
MDT02,MDT02-ETRS89-HU29-0186-3-COB2.asc,10323744,"2015",246.74,5
MDT02,MDT02-ETRS89-HU29-0186-4-COB2.asc,10323931,"2016,2015",248.00,5
MDT02,MDT02-ETRS89-HU29-0187-1-COB2.asc,10323978,"2016,2015",248.49,5
MDT02,MDT02-ETRS89-HU29-0187-2-COB2.asc,10323906,"2016",249.58,5
MDT02,MDT02-ETRS89-HU29-0187-3-COB2.asc,10323965,"2016,2015",247.93,6
MDT02,MDT02-ETRS89-HU29-0187-4-COB2.asc,10323771,"2016",246.57,6
MDT02,MDT02-ETRS89-HU29-0188-1-COB2.asc,10323806,"2016",248.46,6
MDT02,MDT02-ETRS89-HU29-0188-2-COB2.asc,10323734,"2016",251.44,6
MDT02,MDT02-ETRS89-HU29-0188-3-COB2.asc,10323889,"2016",248.98,6
MDT02,MDT02-ETRS89-HU29-0188-4-COB2.asc,10323816,"2016",252.15,6
MDT02,MDT02-ETRS89-HU29-0189-1-COB2.asc,10323895,"2016",251.56,6
MDT02,MDT02-ETRS89-HU29-0189-2-COB2.asc,10323822,"2016",253.10,6
MDT02,MDT02-ETRS89-HU29-0189-3-COB2.asc,10323925,"2016",252.91,6
MDT02,MDT02-ETRS89-HU29-0189-4-COB2.asc,10323776,"2016",254.98,6
MDT02,MDT02-ETRS89-HU29-0190-1-COB2.asc,10323911,"2016",264.04,6
MDT02,MDT02-ETRS89-HU29-0190-2-COB2.asc,10323863,"2016",259.76,6
MDT02,MDT02-ETRS89-HU29-0190-3-COB2.asc,10323781,"2016",256.43,6
MDT02,MDT02-ETRS89-HU29-0190-4-COB2.asc,10323735,"2016",268.49,6
MDT02,MDT02-ETRS89-HU29-0191-1-COB2.asc,10323924,"2016",258.56,6
MDT02,MDT02-ETRS89-HU29-0191-3-COB2.asc,10323883,"2016",266.92,6
MDT02,MDT02-ETRS89-HU29-0222-2-COB2.asc,10323868,"2015",230.05,6
MDT02,MDT02-ETRS89-HU29-0222-4-COB2.asc,10323908,"2015",232.01,6
MDT02,MDT02-ETRS89-HU29-0223-1-COB2.asc,10323733,"2015",219.58,6
MDT02,MDT02-ETRS89-HU29-0223-2-COB2.asc,10323818,"2015",229.58,6
MDT02,MDT02-ETRS89-HU29-0223-3-COB2.asc,10323921,"2015",215.83,6
MDT02,MDT02-ETRS89-HU29-0223-4-COB2.asc,10323860,"2015",240.43,6
MDT02,MDT02-ETRS89-HU29-0224-1-COB2.asc,10323716,"2015",246.92,6
MDT02,MDT02-ETRS89-HU29-0224-2-COB2.asc,10323971,"2016,2015",249.88,6
MDT02,MDT02-ETRS89-HU29-0224-3-COB2.asc,10323692,"2015",239.78,6
MDT02,MDT02-ETRS89-HU29-0224-4-COB2.asc,10323974,"2016,2015",248.33,6
MDT02,MDT02-ETRS89-HU29-0225-1-COB2.asc,10323981,"2016,2015",237.83,6
MDT02,MDT02-ETRS89-HU29-0225-2-COB2.asc,10323967,"2016,2015",249.30,6
MDT02,MDT02-ETRS89-HU29-0225-3-COB2.asc,10323952,"2016,2015",247.07,6
MDT02,MDT02-ETRS89-HU29-0225-4-COB2.asc,10323933,"2016,2015",250.58,6
MDT02,MDT02-ETRS89-HU29-0226-1-COB2.asc,10323893,"2016",251.17,6
MDT02,MDT02-ETRS89-HU29-0226-2-COB2.asc,10323926,"2016",253.91,6
MDT02,MDT02-ETRS89-HU29-0226-3-COB2.asc,10323828,"2016",251.57,6
MDT02,MDT02-ETRS89-HU29-0226-4-COB2.asc,10323878,"2016",254.85,6
MDT02,MDT02-ETRS89-HU29-0227-1-COB2.asc,10323751,"2016",268.12,6
MDT02,MDT02-ETRS89-HU29-0227-2-COB2.asc,10323748,"2016",270.28,6
MDT02,MDT02-ETRS89-HU29-0227-3-COB2.asc,10323809,"2016",282.53,6
MDT02,MDT02-ETRS89-HU29-0227-4-COB2.asc,10323736,"2016",284.25,6
MDT02,MDT02-ETRS89-HU29-0228-1-COB2.asc,10323835,"2016",253.38,6
MDT02,MDT02-ETRS89-HU29-0228-2-COB2.asc,10323703,"2016",286.03,6
MDT02,MDT02-ETRS89-HU29-0228-3-COB2.asc,10323817,"2016",261.65,6
MDT02,MDT02-ETRS89-HU29-0228-4-COB2.asc,10323784,"2016",281.63,6
MDT02,MDT02-ETRS89-HU29-0229-1-COB2.asc,10323808,"2016",278.58,6
MDT02,MDT02-ETRS89-HU29-0229-3-COB2.asc,10323701,"2016",267.79,6
MDT02,MDT02-ETRS89-HU29-0260-2-COB2.asc,10323753,"2015",236.23,6
MDT02,MDT02-ETRS89-HU29-0260-4-COB2.asc,10323919,"2015",242.43,6
MDT02,MDT02-ETRS89-HU29-0261-1-COB2.asc,10323739,"2015",230.77,6
MDT02,MDT02-ETRS89-HU29-0261-2-COB2.asc,10323865,"2015",230.94,6
MDT02,MDT02-ETRS89-HU29-0261-3-COB2.asc,10323790,"2015",240.81,6
MDT02,MDT02-ETRS89-HU29-0261-4-COB2.asc,10323780,"2015",230.39,6
