series,filename,id,date,size,page
02109,PNOA_MDT200_ETRS89_HU30_Salamanca.asc,9074236,"2015",5.16,2
02109,PNOA_MDT200_REGCAN95_HU28_Tenerife.asc,9074259,"2016",4.04,2
02109,PNOA_MDT200_ETRS89_HU30_Segovia.asc,9074237,"2010",4.57,2
02109,PNOA_MDT200_ETRS89_HU30_Sevilla.asc,9074238,"2014,2015",6.74,2
02109,PNOA_MDT200_ETRS89_HU29_Sevilla.asc,9074195,"2014,2015",2.95,2
02109,PNOA_MDT200_ETRS89_HU30_Soria.asc,9074239,"2010",5.69,2
02109,PNOA_MDT200_ETRS89_HU31_Tarragona.asc,9074255,"2009,2010,2011",3.98,2
02109,PNOA_MDT200_ETRS89_HU30_Tarragona.asc,9074240,"2009,2010,2011",4.08,2
02109,PNOA_MDT200_ETRS89_HU30_Teruel.asc,9074241,"2010",8.41,2
02109,PNOA_MDT200_ETRS89_HU31_Teruel.asc,9074256,"2010",2.62,2
02109,PNOA_MDT200_ETRS89_HU30_Toledo.asc,9074242,"2009",7.05,2
02109,PNOA_MDT200_ETRS89_HU30_Valencia.asc,9074243,"2009",6.17,2
02109,PNOA_MDT200_ETRS89_HU30_Valladolid.asc,9074244,"2010,2015",5.45,2
02109,PNOA_MDT200_ETRS89_HU30_Vizcaya.asc,9074245,"2012",1.67,2
02109,PNOA_MDT200_ETRS89_HU30_Zamora.asc,9074246,"2010,2015",5.48,2
02109,PNOA_MDT200_ETRS89_HU29_Zamora.asc,9074196,"2010,2015",4.60,2
02109,PNOA_MDT200_ETRS89_HU30_Zaragoza.asc,9074247,"2010,2012",11.63,2
02109,PNOA_MDT200_ETRS89_HU31_Zaragoza.asc,9074257,"2010,2012",3.70,2
